RedField(Td)          PowerField(eVm^3s^-1) PwrElaGain(eVm^3s^-1) PwrElaLoss(eVm^3s^-1) PwrElaNet(eVm^3s^-1)  PwrCARGain(eVm^3s^-1) PwrCARLoss(eVm^3s^-1) PwrCARNet(eVm^3s^-1)  PwrEleGain(eVm^3s^-1) PwrEleLoss(eVm^3s^-1) PwrEleNet(eVm^3s^-1)  PwrVibGain(eVm^3s^-1) PwrVibLoss(eVm^3s^-1) PwrVibNet(eVm^3s^-1)  PwrRotGain(eVm^3s^-1) PwrRotLoss(eVm^3s^-1) PwrRotNet(eVm^3s^-1)  PwrIon(eVm^3s^-1)     PwrAtt(eVm^3s^-1)     PwrGroth(eVm^3s^-1)   PwrBalance(eVm^3s^-1) RelPwrBalance         
+7.68725952166373e-01 +1.05009209739895e-18 +9.54927531691289e-20 -7.13395089982446e-20 +2.41532441708843e-20 +8.03661275476792e-21 -6.14630248775298e-21 +1.89031026701495e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.77467403390435e-23 -1.08186532306837e-18 -1.08179757632803e-18 +1.23164731245674e-19 -1.17502806754384e-19 +5.66192449128991e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.07924299258600e-31 8.45236058463900e-12%
+7.90306567886135e-01 +1.10999074422532e-18 +9.54784802795005e-20 -7.15582700008650e-20 +2.39202102786355e-20 +8.01878109076469e-21 -6.15678924081704e-21 +1.86199184994765e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.78131920017295e-23 -1.14136342784356e-18 -1.14129561465156e-18 +1.23105375172353e-19 -1.17582706874565e-19 +5.52266829778836e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.35344726841813e-31 1.01255821185955e-11%
+8.12493021061405e-01 +1.17331002569157e-18 +9.54637201587922e-20 -7.17827567778347e-20 +2.36809633809575e-20 +8.00053033899994e-21 -6.16755086323748e-21 +1.83297947576246e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.78814409173173e-23 -1.20427176511449e-18 -1.20420388367358e-18 +1.23044416359394e-19 -1.17664501233939e-19 +5.37991512545433e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.64281824256231e-31 1.17353668010422e-11%
+8.35302319502678e-01 +1.24024571270799e-18 +9.54484508201877e-20 -7.20131227051309e-20 +2.34353281150568e-20 +7.98186707022807e-21 -6.17859215022412e-21 +1.80327492000394e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.79514627546729e-23 -1.27078603074130e-18 -1.27071807927855e-18 +1.22981826443627e-19 -1.17748062908247e-19 +5.23376353538063e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.13148384232750e-31 7.71435148796459e-12%
+8.58751948484517e-01 +1.31100482401244e-18 +9.54326495243396e-20 -7.22495222883583e-20 +2.31831272359813e-20 +7.96279804319209e-21 -6.18991787384073e-21 +1.77288016935136e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.80232311266186e-23 -1.34111316989924e-18 -1.34104514666811e-18 +1.22917577589996e-19 -1.17833262339317e-19 +5.08431525067894e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.36772924900413e-31 2.19055561096344e-11%
+8.82859884149515e-01 +1.38580627666362e-18 +9.54162927517312e-20 -7.24921115411857e-20 +2.29241812105455e-20 +7.94333014890258e-21 -6.20153280398033e-21 +1.74179734492226e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.80967177861898e-23 -1.41547202651782e-18 -1.41540392980003e-18 +1.22851642385252e-19 -1.17919967804553e-19 +4.93167458069900e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -2.48878297063441e-31 1.54382801442973e-11%
+9.07644607288536e-01 +1.46488157457890e-18 +9.53993561729122e-20 -7.27410483608380e-20 +2.26583078120742e-20 +7.92347035931682e-21 -6.21344172868589e-21 +1.71002863063093e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.81718928117568e-23 -1.49409403079849e-18 -1.49402585890568e-18 +1.22783993734747e-19 -1.18008045850576e-19 +4.77594788417095e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.01496508069207e-31 6.00195818788899e-12%
+9.33125117507825e-01 +1.54847553738414e-18 +9.53818146166006e-20 -7.29964928995110e-20 +2.23853217170896e-20 +7.90322568036985e-21 -6.22564947377219e-21 +1.67757620659766e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.82487247810014e-23 -1.57722392710382e-18 -1.57715567837904e-18 +1.22714604762724e-19 -1.18097361691230e-19 +4.61724307149374e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.86120967363029e-31 1.61236384715930e-11%
+9.59320947793824e-01 +1.63684707198333e-18 +9.53636420356430e-20 -7.32586079299962e-20 +2.21050341056468e-20 +7.88260310938650e-21 -6.23816092167580e-21 +1.64444218771069e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.83271809335166e-23 -1.66512054460372e-18 -1.66505221742279e-18 +1.22643448716639e-19 -1.18187779569919e-19 +4.45566914672011e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +6.17116102430280e-31 3.31283237704617e-11%
+9.86252179486878e-01 +1.73026998940459e-18 +9.53448114708056e-20 -7.35275592054745e-20 +2.18172522653311e-20 +7.86160959669137e-21 -6.25098102954973e-21 +1.61062856714163e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.84072273225084e-23 -1.75805761325217e-18 -1.75798920602485e-18 +1.22570498875577e-19 -1.18279163087388e-19 +4.29133578818918e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.96717494419466e-31 2.02808848260587e-11%
+1.01393945767529e+00 +1.82903386963829e-18 +9.53252950123583e-20 -7.38035158131484e-20 +2.15217791992100e-20 +7.84025201128639e-21 -6.26411484660338e-21 +1.57613716468301e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.84888289559276e-23 -1.85632462779753e-18 -1.85625613896858e-18 +1.22495728462879e-19 -1.18371375495905e-19 +4.12435296697335e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +5.81630843204945e-31 2.83064598571746e-11%
+1.04240400702156e+00 +1.93344497735278e-18 +9.53050637593812e-20 -7.40866505225047e-20 +2.12184132368765e-20 +7.81853711034402e-21 -6.27756753074715e-21 +1.54096957959687e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.85719499277681e-23 -1.96022776272064e-18 -1.96015919077071e-18 +1.22419110562787e-19 -1.18464279961418e-19 +3.95483060136854e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -9.18187100986615e-32 4.25272429294615e-12%
+1.07166764803286e+00 +2.04382723155476e-18 +9.52840877767088e-20 -7.43771401289241e-20 +2.09069476477848e-20 +7.79647151229677e-21 -6.29134436459496e-21 +1.50512714770181e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.86565535401824e-23 -2.07009084114922e-18 -2.07002218459567e-18 +1.22340618040930e-19 -1.18557739795148e-19 +3.78287824578198e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.50904435867354e-31 1.54629972696032e-11%
+1.10175281378839e+00 +2.16052323245597e-18 +9.52623360493765e-20 -7.46751657945568e-20 +2.05871702548197e-20 +7.77406167318617e-21 -6.30545077093885e-21 +1.46861090224731e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.87426024174523e-23 -2.18625636102678e-18 -2.18618761842436e-18 +1.22260223468134e-19 -1.18651618656633e-19 +3.60860481150056e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.75692959176726e-31 7.36383750075075e-12%
+1.13268256713615e+00 +2.28389534901566e-18 +9.52397764344136e-20 -7.49809133880775e-20 +2.02588630463362e-20 +7.75131386600464e-21 -6.31989232779050e-21 +1.43142153821414e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.88300586126305e-23 -2.30908658197607e-18 -2.30901775191746e-18 +1.22177899047136e-19 -1.18745780729878e-19 +3.43211831725789e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.26296768465500e-33 9.01892220442946e-14%
+1.16448061837269e+00 +2.41432687085187e-18 +9.52163756097657e-20 -7.52945738261231e-20 +1.99218017836426e-20 +7.72823416266770e-21 -6.33467478314199e-21 +1.39355937952571e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.89188837079881e-23 -2.43896467656574e-18 -2.43889575768203e-18 +1.22093616541484e-19 -1.18840090874644e-19 +3.25352566684043e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.53833654307930e-31 5.82828187302734e-12%
+1.19717134341897e+00 +2.55222322845449e-18 +9.51920990200904e-20 -7.56163434192267e-20 +1.95757556008637e-20 +7.70482841828046e-21 -6.34980406959532e-21 +1.35502434868514e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.90090389103115e-23 -2.57629594989371e-18 -2.57622694085480e-18 +1.22007347205880e-19 -1.18934414754739e-19 +3.07293245114030e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.81911907971989e-31 1.37517063089650e-11%
+1.23077980250667e+00 +2.69801328589076e-18 +9.51669108191090e-20 -7.59464242257246e-20 +1.92204865933845e-20 +7.68110225735305e-21 -6.36528631903754e-21 +1.31581593831551e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.91004851421232e-23 -2.72150913168020e-18 -2.72144003119506e-18 +1.21919061717109e-19 -1.19028618945083e-19 +2.89044277202585e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -5.76527128852319e-31 1.97248314191879e-11%
+1.26533175938894e+00 +2.85215071047202e-18 +9.51407738081435e-20 -7.62850244173421e-20 +1.88557493908013e-20 +7.65706106162627e-21 -6.38112787754548e-21 +1.27593318408079e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.91931831298644e-23 -2.87505774531522e-18 -2.87498855213209e-18 +1.21828730104643e-19 -1.19122571019172e-19 +2.70615908547111e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.89852456630279e-31 9.42043938771440e-12%
+1.30085370109057e+00 +3.01511542415022e-18 +9.51136493703939e-20 -7.66323586611082e-20 +1.84812907092857e-20 +7.63270995911931e-21 -6.39733532074622e-21 +1.23537463837309e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.92870934902399e-23 -3.03742155865230e-18 -3.03735227155881e-18 +1.21736321679788e-19 -1.19216139618690e-19 +2.52018206109801e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.61465151712565e-31 4.98400397826874e-12%
+1.33737285821250e+00 +3.18741514173597e-18 +9.50854974004609e-20 -7.69886485217061e-20 +1.80968488787548e-20 +7.60805381413744e-21 -6.41391546982345e-21 +1.19413834431399e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.93821768154822e-23 -3.20910812159215e-18 -3.20903873941533e-18 +1.21641804962433e-19 -1.19309194506210e-19 +2.33261045622335e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -7.41483028589086e-32 2.17327717947867e-12%
+1.37491722580642e+00 +3.36958700138089e-18 +9.50562762285327e-20 -7.73541228897883e-20 +1.77021533387444e-20 +7.58309721784967e-21 -6.43087540842811e-21 +1.15222180942156e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.94783937587129e-23 -3.39065439592447e-18 -3.39058491753071e-18 +1.21545147604149e-19 -1.19401606602473e-19 +2.14354100167571e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.62407954922761e-32 7.30160168083422e-13%
+1.41351558483540e+00 +3.56219929314599e-18 +9.50259425385957e-20 -7.77290184412998e-20 +1.72969240972959e-20 +7.55784447918870e-21 -6.44822250071605e-21 +1.10962197847266e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.95757051200793e-23 -3.58262848322533e-18 -3.58255890752021e-18 +1.21446316306520e-19 -1.19493248008774e-19 +1.95306829774578e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -7.06479251849848e-31 1.86588343139723e-11%
+1.45319752423690e+00 +3.76585329189003e-18 +9.49944512799545e-20 -7.81135801334781e-20 +1.68808711464764e-20 +7.53229961577742e-21 -6.46596441076416e-21 +1.06633520501326e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.96740719344980e-23 -3.78563145703103e-18 -3.78556178295910e-18 +1.21345276733539e-19 -1.19583992015192e-19 +1.76128471834680e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +7.66183080125852e-31 1.92035701422395e-11%
+1.49399346360526e+00 +3.98118520115971e-18 +9.49617555712675e-20 -7.85080617435149e-20 +1.64536938277526e-20 +7.50646634462955e-21 -6.48410912362181e-21 +1.02235722100774e-21 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.97734555616660e-23 -4.00029930598568e-18 -4.00022953253012e-18 +1.21241993416831e-19 -1.19673713094936e-19 +1.56828032189485e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.50948671753657e-31 5.96791317924704e-12%
+1.53593467651090e+00 +4.20886821525159e-18 +9.49278065962495e-20 -7.89127264555140e-20 +1.60150801407355e-20 +7.48034807244950e-21 -6.50266496823150e-21 +9.77683104218004e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.98738177787418e-23 -4.22730499508231e-18 -4.22723512126453e-18 +1.21136429652674e-19 -1.19762286884669e-19 +1.37414276800501e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.06407629427395e-32 2.40063272139078e-13%
+1.57905331447418e+00 +4.44961470714784e-18 +9.48925534900950e-20 -7.93278475022990e-20 +1.55647059877960e-20 +7.45394788530119e-21 -6.52164064249334e-21 +9.32307242807850e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +6.99751208762681e-23 -4.46736065273841e-18 -4.46729067761754e-18 +1.21028547389566e-19 -1.19849590150740e-19 +1.17895723882612e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -2.68017225885789e-31 5.73536914381584e-12%
+1.62338243161228e+00 +4.70417855061040e-18 +9.48559432156271e-20 -7.97537088679729e-20 +1.51022343476541e-20 +7.42726853753302e-21 -6.54104524070811e-21 +8.86223296824913e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.00773277575227e-23 -4.72121989194891e-18 -4.72114981462116e-18 +1.20918307105386e-19 -1.19935500740686e-19 +9.82806364699212e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.57432735891504e-30 3.19501428124747e-11%
+1.66895600997802e+00 +4.97335758535584e-18 +9.48179204280904e-20 -8.01906060573751e-20 +1.46273143707153e-20 +7.40031243986021e-21 -6.56088828364141e-21 +8.39424156218798e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.01804020414434e-23 -4.98968027443896e-18 -4.98961009403692e-18 +1.20805667673165e-19 -1.20019897519158e-19 +7.85770154007198e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.46515120519259e-31 2.81952243430775e-12%
+1.71580898561001e+00 +5.25799623493349e-18 +9.47784273274292e-20 -8.06388469389509e-20 +1.41395803884784e-20 +7.37308164648498e-21 -6.58117975146812e-21 +7.91901895016862e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.02843081693734e-23 -5.27358592745203e-18 -5.27351564314386e-18 +1.20690586214492e-19 -1.20102660287536e-19 +5.87925926956493e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +7.51834902040167e-32 1.37173405894918e-12%
+1.76397727531404e+00 +5.55898828770047e-18 +9.47374034968277e-20 -8.10987526665744e-20 +1.36386508302533e-20 +7.34557784128912e-21 -6.60193011980137e-21 +7.43647721487756e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.03890115153804e-23 -5.57383032351837e-18 -5.57375993450685e-18 +1.20573017939891e-19 -1.20183669685729e-19 +3.89348254161302e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -4.75126917280331e-31 8.21775102900552e-12%
+1.81349780419650e+00 +5.87727985213681e-18 +9.46947857261891e-20 -8.15706586868376e-20 +1.31241270393515e-20 +7.31780232302728e-21 -6.62315039906187e-21 +6.94651923965412e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.04944785003288e-23 -5.89135923447795e-18 -5.89128873999945e-18 +1.20452915975331e-19 -1.20262807075185e-19 +1.90108900145935e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +8.22805420490837e-31 1.34890206628865e-11%
+1.86440853397049e+00 +6.21387249868439e-18 +9.46505078191534e-20 -8.20549158374366e-20 +1.25955919817168e-20 +7.28975598957918e-21 -6.64485217739691e-21 +6.44903812182280e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.06006767095014e-23 -6.22717387192670e-18 -6.22710327124999e-18 +1.20330231174337e-19 -1.20339954401538e-19 -9.72322720055267e-24 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.10432823011164e-30 1.71580419748976e-11%
+1.91674849205682e+00 +6.56949680420329e-18 +9.46085065861541e-20 -8.23647949175264e-20 +1.22437116686277e-20 +7.28869207940148e-21 -6.65653983319138e-21 +6.32152246210101e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.04841298460923e-23 -6.58229142582300e-18 -6.58222094169316e-18 +1.19040372725676e-19 -1.19192099149580e-19 -1.51726423904585e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.06857815551895e-30 1.57363580115651e-11%
+1.97055780150180e+00 +6.94590867933472e-18 +9.45608797262507e-20 -8.28746954238805e-20 +1.16861843023702e-20 +7.25970555619069e-21 -6.67927857633311e-21 +5.80426979857580e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.05935423519582e-23 -6.95789368870203e-18 -6.95782309515967e-18 +1.18917174341835e-19 -1.19269369797315e-19 -3.52195455480280e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.79000743856211e-30 2.49766724491054e-11%
+2.02587771173502e+00 +7.34399144298880e-18 +9.45113788030919e-20 -8.33981159906884e-20 +1.11132628124035e-20 +7.23044966571384e-21 -6.70253839851232e-21 +5.27911267201517e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.07036189838645e-23 -7.35515022637662e-18 -7.35507952275764e-18 +1.18791260232670e-19 -1.19344354542076e-19 -5.53094309406070e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.35681764582081e-30 1.79364209665521e-11%
+2.08275063019052e+00 +7.76536085542045e-18 +9.44520797967919e-20 -8.41935292147130e-20 +1.02585505820788e-20 +7.16503439824029e-21 -6.74049722947836e-21 +4.24537168761937e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.15361607820117e-23 -7.77497777489923e-18 -7.77490623873845e-18 +1.18543272176003e-19 -1.19680976609361e-19 -1.13770443335720e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -5.17473301932545e-31 6.48008627939628e-12%
+2.14122015481573e+00 +8.21067373361823e-18 +9.43983333060903e-20 -8.47455550483542e-20 +9.65277825773614e-21 +7.13577380024258e-21 -6.76479438528373e-21 +3.70979414958850e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.16423060503498e-23 -8.21943628057754e-18 -8.21936463827149e-18 +1.18414193171962e-19 -1.19747046190019e-19 -1.33285301805618e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.38512881600330e-30 1.64295948732323e-11%
+2.20133110749303e+00 +8.68108878927957e-18 +9.43483276667501e-20 -8.50666389012050e-20 +9.28168876554506e-21 +7.13886101718171e-21 -6.77625819536642e-21 +3.62602821815292e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.17066917373485e-23 -8.69035844358635e-18 -8.69028673689462e-18 +1.24459670961159e-19 -1.24906014933625e-19 -4.46343972466040e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.48368828090732e-31 1.66573526249436e-12%
+2.26312956839953e+00 +9.17920642964123e-18 +9.42905064752707e-20 -8.56485153567422e-20 +8.64199111852852e-21 +7.10856304034760e-21 -6.80174634115599e-21 +3.06816699191608e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.18148143964342e-23 -9.18756336858786e-18 -9.18749155377346e-18 +1.24309795679071e-19 -1.24973479364377e-19 -6.63683685306450e-22 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.79665189687024e-31 1.91031829807265e-12%
+2.32666291133146e+00 +9.70656063161543e-18 +9.42220884126371e-20 -8.64894277981644e-20 +7.73266061447269e-21 +7.04675236944211e-21 -6.84085240827361e-21 +2.05899961168498e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.16025263578831e-23 -9.71243480629550e-18 -9.71236320376915e-18 +1.13509502883646e-19 -1.15645491304417e-19 -2.13598842077114e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.14886536007560e-30 1.15796574596500e-11%
+2.39197984002024e+00 +1.02639232582185e-17 +9.41592388921844e-20 -8.71040283199406e-20 +7.05521057224384e-21 +7.01635783419249e-21 -6.86752610893480e-21 +1.48831725257688e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.17131005960449e-23 -1.02688722612509e-17 -1.02688005481503e-17 +1.13371017119883e-19 -1.15697769483498e-19 -2.32675236361461e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +2.07518951507725e-30 1.98041826547229e-11%
+2.45913042546804e+00 +1.08535091772727e-17 +9.40915269827662e-20 -8.77753507684701e-20 +6.31617621429608e-21 +6.98081725986409e-21 -6.89688952180714e-21 +8.39277380569469e-23 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.25034334325471e-23 -1.08577146065646e-17 -1.08576421031311e-17 +1.16537398603960e-19 -1.18804576698162e-19 -2.26717809420214e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -2.57785723056232e-31 2.32843705066666e-12%
+2.52816614433150e+00 +1.14762751943665e-17 +9.40305557851308e-20 -8.81964822736648e-20 +5.83407351146603e-21 +6.97697734881872e-21 -6.91279233332463e-21 +6.41850154940937e-23 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.12812239858025e-23 -1.14800267268617e-17 -1.14799554456377e-17 +1.16968839313414e-19 -1.19186846568876e-19 -2.21800725546206e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +3.63374832257262e-31 3.10727553000839e-12%
+2.59913991838293e+00 +1.21360190065702e-17 +9.39599528008797e-20 -8.88639972567685e-20 +5.09595554411126e-21 +6.94534556196394e-21 -6.94150050102637e-21 +3.84506093756517e-24 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.13983028153264e-23 -1.21387705239916e-17 -1.21386991256888e-17 +1.16813941003118e-19 -1.19233622490717e-19 -2.41968148759923e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.10177637293533e-30 8.91851505457770e-12%
+2.67210615507943e+00 +1.28337169509165e-17 +9.38867645883399e-20 -8.94896944489624e-20 +4.39707013937742e-21 +6.92101626568250e-21 -6.96758617726227e-21 -4.65699115797697e-23 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.15671017261192e-23 -1.28355382652668e-17 -1.28354666981651e-17 +1.16370168191903e-19 -1.18970921173034e-19 -2.60075298113041e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.85361127497550e-30 1.42028659689941e-11%
+2.74712078927081e+00 +1.35722148298234e-17 +9.38069467747281e-20 -9.02480703044521e-20 +3.55887647027601e-21 +6.88205260558573e-21 -7.00051419798476e-21 -1.18461592399030e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.16252099264654e-23 -1.35725871854786e-17 -1.35725155602686e-17 +1.13213623983329e-19 -1.16353308417579e-19 -3.13968443425029e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -1.61094410198270e-30 1.16852024357265e-11%
+2.82424132607844e+00 +1.43541835072154e-17 +9.37186259814220e-20 -9.11791266478244e-20 +2.53949933359756e-21 +6.82569695673773e-21 -7.04211074395372e-21 -2.16413787215992e-22 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 +7.16586170208731e-23 -1.43532362342452e-17 -1.43531645756282e-17 +1.15037515838825e-19 -1.18379532972250e-19 -3.34201713342583e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 +1.58576256795984e-31 1.08838730828503e-12%
+2.90352688497781e+00 +1.51804830549275e-17 +9.36365089318822e-20 -9.18403244320813e-20 +1.79618449980090e-21 +6.80284466431818e-21 -7.06921952974325e-21 -2.66374865425067e-22 +0.00000000000000e+00 -1.29252438079049e-49 -1.29252438079049e-49 +7.15625786441233e-23 -1.51785150919201e-17 -1.51784435293415e-17 +1.13636235887770e-19 -1.17205571108379e-19 -3.56933522060870e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -2.10624513543049e-31 1.36816871020009e-12%
+2.98503824511873e+00 +1.60552919361591e-17 +9.35469400747262e-20 -9.26574379152064e-20 +8.89502159519832e-22 +6.76460753636621e-21 -7.10407127188315e-21 -3.39463735516944e-22 +0.00000000000000e+00 -7.71223744469651e-35 -7.71223744469651e-35 +7.16075301886535e-23 -1.60519421354313e-17 -1.60518705279011e-17 +1.12229227969028e-19 -1.16200674651558e-19 -3.97144668253003e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -5.46338176974049e-31 3.35838081077788e-12%
+3.06883789191764e+00 +1.69806324781142e-17 +9.34529328806048e-20 -9.34630696169513e-20 -1.01367363464809e-23 +6.72981540790537e-21 -7.13791206293922e-21 -4.08096655033850e-22 +0.00000000000000e+00 -5.71059664830837e-34 -5.71059664830837e-34 +7.22433176340340e-23 -1.69760139291919e-17 -1.69759416858742e-17 +1.09579428866523e-19 -1.13851987715952e-19 -4.27255884942924e-21 +0.00000000000000e+00 +0.00000000000000e+00 -0.00000000000000e+00 -8.05736866358705e-31 4.68711449847205e-12%
