RedField(Td)          PowerField(eVm^3s^-1) PwrElaGain(eVm^3s^-1) PwrElaLoss(eVm^3s^-1) PwrElaNet(eVm^3s^-1)  PwrCARGain(eVm^3s^-1) PwrCARLoss(eVm^3s^-1) PwrCARNet(eVm^3s^-1)  PwrEleGain(eVm^3s^-1) PwrEleLoss(eVm^3s^-1) PwrEleNet(eVm^3s^-1)  PwrVibGain(eVm^3s^-1) PwrVibLoss(eVm^3s^-1) PwrVibNet(eVm^3s^-1)  PwrRotGain(eVm^3s^-1) PwrRotLoss(eVm^3s^-1) PwrRotNet(eVm^3s^-1)  PwrIon(eVm^3s^-1)     PwrAtt(eVm^3s^-1)     PwrGroth(eVm^3s^-1)   PwrBalance(eVm^3s^-1) RelPwrBalance         
+1.00462506171734e+02 +1.26798520507275e-14 +1.37417185905677e-19 -1.15392513785451e-17 -1.14018341926394e-17 +6.91442274702757e-22 -6.92143335301935e-20 -6.85228912554908e-20 +0.00000000000000e+00 -6.85383317452688e-15 -6.85383317452688e-15 +1.19544245594221e-21 -5.69807626256068e-15 -5.69807506711822e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.11900383294173e-17 -2.91325144494388e-17 -6.15089921872177e-18 +8.95206904890186e-28 7.05999617698036e-12%
+1.03282812594103e+02 +1.32099409460774e-14 +1.39646745387858e-19 -1.19606112950576e-17 -1.18209645496698e-17 +6.84387420542288e-22 -6.98985365915935e-20 -6.92141491710512e-20 +0.00000000000000e+00 -7.36775629785038e-15 -7.36775629785038e-15 +1.17486211830909e-21 -5.69368020452750e-15 -5.69367902966538e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.65084664819217e-17 -3.02851050053574e-17 -9.82186837764349e-18 -2.12122848521183e-27 1.60576475802319e-11%
+1.06182294109938e+02 +1.37653278416756e-14 +1.41877481970492e-19 -1.23899536290576e-17 -1.22480761470871e-17 +6.77505884172787e-22 -7.05808072495434e-20 -6.99033013653706e-20 +0.00000000000000e+00 -7.90610782426473e-15 -7.90610782426473e-15 +1.15452913999554e-21 -5.68698213257880e-15 -5.68698097804966e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.14205667631336e-16 -3.14267389755964e-17 -1.42886533029007e-17 +2.88581342866983e-27 2.09641450925800e-11%
+1.09163173419361e+02 +1.43311393459700e-14 +1.44046979263309e-19 -1.28094936604089e-17 -1.26654466811456e-17 +6.70362765522684e-22 -7.12427007587320e-20 -7.05723379932094e-20 +0.00000000000000e+00 -8.45512005825514e-15 -8.45512005825514e-15 +1.07043199662979e-21 -5.67499608031819e-15 -5.67499500988619e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.35737036932826e-16 -3.24936129800006e-17 -2.00576088964390e-17 +2.46938115237465e-28 1.72307028248312e-12%
+1.12227735620851e+02 +1.49408649011879e-14 +1.46284407220080e-19 -1.32557613326158e-17 -1.31094769253957e-17 +6.63846158043952e-22 -7.19215622308815e-20 -7.12577160728376e-20 +0.00000000000000e+00 -9.04417572789531e-15 -9.04417572789531e-15 +1.05173392901204e-21 -5.66410128622136e-15 -5.66410023448743e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.59250480402350e-16 -3.36096084635257e-17 -2.65481153092683e-17 -1.14478046266355e-26 7.66200036259593e-11%
+1.15378329962966e+02 +1.55794001225989e-14 +1.48525981063171e-19 -1.37106219609545e-17 -1.35620959798914e-17 +6.57473788812516e-22 -7.25990740949338e-20 -7.19416003061212e-20 +0.00000000000000e+00 -9.65945221885553e-15 -9.65945221885553e-15 +1.03328508921157e-21 -5.65126055742030e-15 -5.65125952413521e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.86100423375909e-16 -3.47091437297969e-17 -3.42447749206609e-17 +1.58651637694007e-27 1.01833258494892e-11%
+1.18617371645248e+02 +1.61734575472203e-14 +1.51842044444447e-19 -1.43843648819597e-17 -1.42325228375153e-17 +6.48143829491210e-22 -7.36204978133348e-20 -7.29723539838436e-20 +0.00000000000000e+00 -1.05177813203726e-14 -1.05177813203726e-14 +1.05540899486397e-21 -5.33861670560781e-15 -5.33861565019882e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.21546761943508e-16 -3.64207548525561e-17 -4.47875646690782e-17 -7.68338812031204e-27 4.75057059071000e-11%
+1.21947343669674e+02 +1.68730820572526e-14 +1.54057056318610e-19 -1.48519312918676e-17 -1.46978742355490e-17 +6.42177715581250e-22 -7.42834223286431e-20 -7.36412446130618e-20 +0.00000000000000e+00 -1.11863667569338e-14 -1.11863667569338e-14 +1.03707057406958e-21 -5.32225227463931e-15 -5.32225123756873e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.56601228461342e-16 -3.74576477007387e-17 -5.56336711065079e-17 +1.32142829790670e-27 7.83150403066844e-12%
+1.25370798744092e+02 +1.76054303762819e-14 +1.56280032737534e-19 -1.53288688984658e-17 -1.51725888657282e-17 +6.36330162691068e-22 -7.49458518181979e-20 -7.43095216555068e-20 +0.00000000000000e+00 -1.18828034044212e-14 -1.18828034044212e-14 +1.01898132467209e-21 -5.30446574791680e-15 -5.30446472893548e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.96192362554807e-16 -3.84737574227561e-17 -6.82492245564703e-17 +3.71319293277859e-27 2.10909903551848e-11%
+1.28890361239089e+02 +1.83723263106442e-14 +1.58355935289538e-19 -1.57864407025848e-17 -1.56280847672953e-17 +6.30718504396936e-22 -7.55614203951407e-20 -7.49307018907438e-20 +0.00000000000000e+00 -1.25856445776665e-14 -1.25856445776665e-14 +9.34374895766393e-22 -5.30818689144358e-15 -5.30818595706869e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.40649838449419e-16 -3.93667491570285e-17 -8.27761728477723e-17 -1.43673880813222e-26 7.82005652373484e-11%
+1.32508729199795e+02 +1.91747581798893e-14 +1.60603542417644e-19 -1.62839418397434e-17 -1.61233382973257e-17 +6.25097427511526e-22 -7.62250426470028e-20 -7.55999452194913e-20 +0.00000000000000e+00 -1.33405873145106e-14 -1.33405873145106e-14 +9.17930354259681e-22 -5.28732474253149e-15 -5.28732382460113e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.90708536119638e-16 -4.03412236601041e-17 -9.95983427618644e-17 -6.60256856147356e-27 3.44333559100252e-11%
+1.36228676414165e+02 +2.00144218922242e-14 +1.62860969564202e-19 -1.67916301898579e-17 -1.66287692202937e-17 +6.19577387212640e-22 -7.68886904998531e-20 -7.62691131126405e-20 +0.00000000000000e+00 -1.41254985357685e-14 -1.41254985357685e-14 +9.01718166526586e-22 -5.26524902301956e-15 -5.26524812130139e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.46761778957350e-16 -4.12913591864549e-17 -1.18917058686151e-16 -9.10954386636265e-27 4.55145249640944e-11%
+1.40053054539322e+02 +2.09322224398396e-14 +1.64824647154852e-19 -1.72450541219877e-17 -1.70802294748329e-17 +6.15243036406290e-22 -7.74543873588539e-20 -7.68391443224476e-20 +0.00000000000000e+00 -1.48485804771237e-14 -1.48485804771237e-14 +9.34360819564172e-22 -5.37907723742060e-15 -5.37907630305978e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.05730922803756e-16 -4.20645826050414e-17 -1.39613085627969e-16 +1.38099962220253e-28 6.59742963150444e-13%
+1.43984795287601e+02 +2.18510757776062e-14 +1.67114744480640e-19 -1.77756582694066e-17 -1.76085435249260e-17 +6.09846705157423e-22 -7.81227541418998e-20 -7.75129074367424e-20 +0.00000000000000e+00 -1.56956020083105e-14 -1.56956020083105e-14 +9.17627216018834e-22 -5.35489159359259e-15 -5.35489067596537e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.75240460545391e-16 -4.29715055473959e-17 -1.64685070809735e-16 -4.57706957970546e-27 2.09464939010655e-11%
+1.48026912673951e+02 +2.28122734117636e-14 +1.69415989022404e-19 -1.83173404011121e-17 -1.81479244120897e-17 +6.04542268601634e-22 -7.87915099749487e-20 -7.81869677063471e-20 +0.00000000000000e+00 -1.65748277085312e-14 -1.65748277085312e-14 +9.01139765741591e-22 -5.32966705361633e-15 -5.32966615247656e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.52505855704421e-16 -4.38510636721743e-17 -1.93196520003797e-16 -4.35278656358981e-27 1.90807547843973e-11%
+1.52182505326439e+02 +2.37880294704387e-14 +1.71778979282363e-19 -1.88788790329415e-17 -1.87071000536592e-17 +5.98836466608875e-22 -7.94769658105733e-20 -7.88781293439644e-20 +0.00000000000000e+00 -1.74856194214791e-14 -1.74856194214791e-14 +9.31345162578674e-22 -5.27091598045937e-15 -5.27091504911421e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -7.41278376392239e-16 -4.47093286605791e-17 -2.26721316619421e-16 -9.91815094611748e-27 4.16935698674266e-11%
+1.56454758861610e+02 +2.48393373154072e-14 +1.74103870539398e-19 -1.94439329042426e-17 -1.92698290337032e-17 +5.93731926697690e-22 -8.01467355045529e-20 -7.95530035778552e-20 +0.00000000000000e+00 -1.84312641019460e-14 -1.84312641019460e-14 +9.14423950724266e-22 -5.24344280810184e-15 -5.24344189367789e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.36353311558931e-16 -4.55320530999117e-17 -2.63396573101277e-16 -1.41065586185819e-26 5.67908020571615e-11%
+1.60846948326536e+02 +2.59387927644270e-14 +1.76440971845516e-19 -2.00210055657814e-17 -1.98445645939359e-17 +5.88706205889226e-22 -8.08173737144377e-20 -8.02286675085484e-20 +0.00000000000000e+00 -1.94113864545504e-14 -1.94113864545504e-14 +8.97761311412848e-22 -5.21511517845934e-15 -5.21511428069803e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.41303117400371e-16 -4.63251730408040e-17 -3.04738945492743e-16 -1.68471107071262e-26 6.49490332799094e-11%
+1.65362440709418e+02 +2.70844030175794e-14 +1.78957665987156e-19 -2.06468452154865e-17 -2.04678875494994e-17 +5.83570631981095e-22 -8.15394337089150e-20 -8.09558630769339e-20 +0.00000000000000e+00 -2.04759580006538e-14 -2.04759580006538e-14 +8.05546067748634e-22 -5.12640351089985e-15 -5.12640270535378e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.06110446340807e-15 -4.71857453562411e-17 -3.53203259416175e-16 -2.13035831759460e-26 7.86557536785939e-11%
+1.70004697520672e+02 +2.82865566626900e-14 +1.81311300545399e-19 -2.12473392513801e-17 -2.10660279508347e-17 +5.78699846854574e-22 -8.22096946454922e-20 -8.16309947986376e-20 +0.00000000000000e+00 -2.15265058706568e-14 -2.15265058706568e-14 +7.90934035184582e-22 -5.09705826380729e-15 -5.09705747287326e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.18842927134457e-15 -4.79123013485161e-17 -4.05504087526138e-16 -4.91031400835476e-27 1.73590669065981e-11%
+1.74777277446468e+02 +2.95339921050604e-14 +1.83720645376430e-19 -2.18726208154447e-17 -2.16889001700682e-17 +5.73618214431177e-22 -8.28940557554508e-20 -8.23204375410196e-20 +0.00000000000000e+00 -2.26772568984025e-14 -2.26772568984025e-14 +8.16319231816906e-22 -4.98760048655985e-15 -4.98759967024062e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.33276903050683e-15 -4.86115944051271e-17 -4.65983690923641e-16 -2.59206874465915e-26 8.77650569282226e-11%
+1.79683839076772e+02 +3.08491714104232e-14 +1.86096835491607e-19 -2.24989442131917e-17 -2.23128473777001e-17 +5.68915757829924e-22 -8.35658642424871e-20 -8.29969484846572e-20 +0.00000000000000e+00 -2.38031969097907e-14 -2.38031969097907e-14 +8.01395680293782e-22 -4.95688319845388e-15 -4.95688239705820e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.48597074935207e-15 -4.92739174424140e-17 -5.31451592493163e-16 -3.95023084365553e-26 1.28049041775311e-10%
+1.84728143709963e+02 +3.22240262201516e-14 +1.88486319218093e-19 -2.31390139538624e-17 -2.29505276346443e-17 +5.64276182516652e-22 -8.42393643982291e-20 -8.36750882157125e-20 +0.00000000000000e+00 -2.49677137134121e-14 -2.49677137134121e-14 +7.86700865134967e-22 -4.92559583344778e-15 -4.92559504674691e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.65340218529722e-15 -4.99046385605881e-17 -6.04376433454350e-16 -4.25004729144609e-26 1.31889858355881e-10%
+1.89914058236194e+02 +3.37049493794825e-14 +1.90669009657277e-19 -2.37411326907698e-17 -2.35504636811125e-17 +5.60374497611093e-22 -8.48467289303984e-20 -8.42863544327873e-20 +0.00000000000000e+00 -2.60815397808657e-14 -2.60815397808657e-14 +6.94182299730266e-22 -5.03958289646231e-15 -5.03958220228001e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -1.82832543206284e-15 -5.04096152824842e-17 -6.81457598975200e-16 -1.92729565982940e-26 5.71810585958012e-11%
+1.95245558101686e+02 +3.52068316750295e-14 +1.93094394934474e-19 -2.44114256721784e-17 -2.42183312772440e-17 +5.55812565801960e-22 -8.55271995236316e-20 -8.49713869578297e-20 +0.00000000000000e+00 -2.73264350941562e-14 -2.73264350941562e-14 +6.81372335313888e-22 -5.00692194398953e-15 -5.00692126261719e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.02700723560012e-15 -5.09823820880645e-17 -7.71182397933470e-16 -2.97037685251920e-26 8.43688658042736e-11%
+2.00726730356257e+02 +3.67765677919579e-14 +1.95532464619968e-19 -2.50965107091516e-17 -2.49009782445317e-17 +5.51309916061443e-22 -8.62095946277440e-20 -8.56582847116826e-20 +0.00000000000000e+00 -2.86125841433340e-14 -2.86125841433340e-14 +6.68762293155871e-22 -4.97378693294612e-15 -4.97378626418383e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.24310023133127e-15 -5.15225584426829e-17 -8.70587958173345e-16 -3.64795906629747e-26 9.91919520784368e-11%
+2.06361776786386e+02 +3.84643006906855e-14 +1.97743440575095e-19 -2.57387652396796e-17 -2.55410217991045e-17 +5.47453377536155e-22 -8.68216699292253e-20 -8.62742165516891e-20 +0.00000000000000e+00 -2.98383183763968e-14 -2.98383183763968e-14 +6.91900164854283e-22 -5.11176021144621e-15 -5.11175951954605e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.46374696347455e-15 -5.19431283650989e-17 -9.72905406921777e-16 -3.44552749725644e-26 8.95768182741256e-11%
+2.12155017136245e+02 +4.01786339085631e-14 +2.00215946519365e-19 -2.64562584622077e-17 -2.62560425156883e-17 +5.43030322370057e-22 -8.75114408798472e-20 -8.69684105574771e-20 +0.00000000000000e+00 -3.12114214393121e-14 -3.12114214393121e-14 +6.78939015711470e-22 -5.07708104666348e-15 -5.07708036772447e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.71757589987429e-15 -5.24241151626138e-17 -1.09378907560056e-15 -3.71663926885828e-26 9.25024141891653e-11%
+2.18110892419152e+02 +4.19701543530940e-14 +2.02699936355709e-19 -2.71896018447882e-17 -2.69869019084325e-17 +5.38663074163219e-22 -8.82033438311883e-20 -8.76646807570251e-20 +0.00000000000000e+00 -3.26286544792701e-14 -3.26286544792701e-14 +6.66188228778833e-22 -5.04201378011116e-15 -5.04201311392293e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -2.99245983671336e-15 -5.28719966633474e-17 -1.22708035997362e-15 -3.85328969916518e-26 9.18097881244931e-11%
+2.24233968321984e+02 +4.35733374826284e-14 +2.06247331331579e-19 -2.82026946845045e-17 -2.79964473531729e-17 +5.31695607352108e-22 -8.92151848320211e-20 -8.86834892246689e-20 +0.00000000000000e+00 -3.44268742445514e-14 -3.44268742445514e-14 +6.79543567659848e-22 -4.33571512363451e-15 -4.33571444409094e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.33062955594078e-15 -5.36649190925931e-17 -1.39836918813563e-15 -2.53865300061437e-26 5.82613373330125e-11%
+2.30528938705171e+02 +4.55271215431999e-14 +2.08717190376548e-19 -2.89628822035072e-17 -2.87541650131306e-17 +5.27564194971800e-22 -8.98998223412904e-20 -8.93722581463186e-20 +0.00000000000000e+00 -3.59271012824831e-14 -3.59271012824831e-14 +6.66930217310584e-22 -4.30330045214971e-15 -4.30329978521949e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -3.65293647445981e-15 -5.40222927079018e-17 -1.56091817091888e-15 +1.39451872596576e-25 3.06303638144849e-10%
+2.37000629200933e+02 +4.76812616267733e-14 +2.10900308377865e-19 -2.96637732122669e-17 -2.94528729038890e-17 +5.24299113576303e-22 -9.04982574817364e-20 -8.99739583681601e-20 +0.00000000000000e+00 -3.74830206312826e-14 -3.74830206312826e-14 +6.89918267999187e-22 -4.37517558918591e-15 -4.37517489926764e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.00064112193658e-15 -5.42562788217558e-17 -1.73862584848369e-15 +1.18762417635344e-25 2.49074553105684e-10%
+2.43654000912547e+02 +4.98175083250883e-14 +2.13394642652430e-19 -3.04581440276655e-17 -3.02447493850130e-17 +5.20230727489508e-22 -9.11899310583263e-20 -9.06697003308368e-20 +0.00000000000000e+00 -3.90814860775304e-14 -3.90814860775304e-14 +6.77017642272384e-22 -4.34237503712239e-15 -4.34237436010474e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.37480219345791e-15 -5.45545490942542e-17 -1.93395572571087e-15 +1.04864068991934e-25 2.10495508128079e-10%
+2.50494154217450e+02 +5.20495187044799e-14 +2.15898941827159e-19 -3.12703709301158e-17 -3.10544719882886e-17 +5.16205784179156e-22 -9.18846696627793e-20 -9.13684638786002e-20 +0.00000000000000e+00 -4.07292424260009e-14 -4.07292424260009e-14 +6.64323416157592e-22 -4.30939974501406e-15 -4.30939908069065e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -4.77722272794167e-15 -5.48214833217237e-17 -2.14768714595835e-15 +1.14415596832350e-25 2.19819745689524e-10%
+2.57526332677120e+02 +5.43663629116424e-14 +2.18353227245837e-19 -3.20810357276097e-17 -3.18626825003639e-17 +5.12260405619900e-22 -9.25660591148188e-20 -9.20537987091989e-20 +0.00000000000000e+00 -4.22625937943058e-14 -4.22625937943058e-14 +5.68927735110472e-22 -4.41938356682308e-15 -4.41938299789534e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.21368614793692e-15 -5.50475772312928e-17 -2.38369765787398e-15 +1.00044917721939e-25 1.84019140811770e-10%
+2.64755927056707e+02 +5.68009316657355e-14 +2.20882336103299e-19 -3.29318462496800e-17 -3.27109639135767e-17 +5.08306662874483e-22 -9.32692265530801e-20 -9.27609198902056e-20 +0.00000000000000e+00 -4.40097564795001e-14 -4.40097564795001e-14 +5.58195514629021e-22 -4.38543437348564e-15 -4.38543381529013e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -5.67843484031231e-15 -5.52554861623483e-17 -2.63924731953599e-15 +1.01101596904483e-25 1.77992154156782e-10%
+2.72188479457518e+02 +5.93462050134653e-14 +2.23444471322627e-19 -3.38122904399912e-17 -3.35888459686686e-17 +5.04339577607419e-22 -9.39811882070242e-20 -9.34768486294167e-20 +0.00000000000000e+00 -4.59621444098492e-14 -4.59621444098492e-14 +5.75674904048108e-22 -4.19725641044647e-15 -4.19725583477157e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.17921023437323e-15 -5.54505426443579e-17 -2.91846166886885e-15 +1.40823898925982e-25 2.37291274340147e-10%
+2.79829687565512e+02 +6.20057889139662e-14 +2.25981377482090e-19 -3.46998649682736e-17 -3.44738835907916e-17 +5.00482750837510e-22 -9.46893045520492e-20 -9.41888218012117e-20 +0.00000000000000e+00 -4.78188507356938e-14 -4.78188507356938e-14 +5.64777733826274e-22 -4.16313356792470e-15 -4.16313300314697e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -6.71212212362805e-15 -5.55961902674095e-17 -3.22151878866205e-15 +1.55392582123603e-25 2.50608879987278e-10%
+2.87685409019059e+02 +6.47842769699161e-14 +2.28524017278258e-19 -3.56071580101523e-17 -3.53786339928741e-17 +4.96664529361329e-22 -9.54009018705053e-20 -9.49042373411440e-20 +0.00000000000000e+00 -4.97307908162667e-14 -4.97307908162667e-14 +5.54061728530511e-22 -4.12893281504092e-15 -4.12893226097919e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -7.28216026979077e-15 -5.57120917027359e-17 -3.55120799280882e-15 +1.37692909993159e-25 2.12539876178944e-10%
+2.95761665899325e+02 +6.76284390011393e-14 +2.31166417654995e-19 -3.65626351699051e-17 -3.63314687522501e-17 +4.92677744668756e-22 -9.61437279425905e-20 -9.56510501979217e-20 +0.00000000000000e+00 -5.15864269851214e-14 -5.15864269851214e-14 +5.70818035382770e-22 -4.19067818793419e-15 -4.19067761711616e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -7.86669755522529e-15 -5.58169392567512e-17 -3.89239278447003e-15 +1.47160424147169e-25 2.17600644029212e-10%
+3.04064649346707e+02 +7.06573904152677e-14 +2.33722468947288e-19 -3.75126472733661e-17 -3.72789248044188e-17 +4.88928905321982e-22 -9.68639348410168e-20 -9.63750059356948e-20 +0.00000000000000e+00 -5.36102400437984e-14 -5.36102400437984e-14 +5.59898780226739e-22 -4.15622021727127e-15 -4.15621965737249e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -8.51691014984395e-15 -5.58743049964298e-17 -4.28077095930489e-15 +1.41169025572016e-25 1.99793051633526e-10%
+3.12600724306870e+02 +7.38217219014320e-14 +2.36280859830659e-19 -3.84835007548910e-17 -3.82472198950603e-17 +4.85217168672355e-22 -9.75878216276377e-20 -9.71026044589653e-20 +0.00000000000000e+00 -5.56931382633270e-14 -5.56931382633270e-14 +5.49167407779544e-22 -4.12172868745544e-15 -4.12172813828804e-15 +0.00000000000000e+00 +0.00000000000000e+00 +0.00000000000000e+00 -9.21052907315776e-15 -5.59032174513778e-17 -4.70207888654752e-15 +1.60761963874990e-25 2.17769841901831e-10%
