RedField(Td)          RedDiff((ms)^-1)      RedMob((msV)^-1)      DriftVelocity(ms^-1)  RedTow(m^2)           RedAtt(m^2)           RedDiffE(eV(ms)^-1)   RedMobE(eV(msV)^-1)   MeanE(eV)             CharE(eV)             EleTemp(eV)           
+2.27359668232772e-01 +3.09038013414905e+22 +1.77207215077626e+24 +4.02897736285025e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.21376445032533e+21 +7.77140224584166e+22 +2.62148138940411e-02 +1.74393583963006e-02 +1.74765425960274e-02 
+2.33742387089182e-01 +3.09595141862109e+22 +1.77215050299778e+24 +4.14226688851994e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.21829532354174e+21 +7.78578214026776e+22 +2.62615121484715e-02 +1.74700253357938e-02 +1.75076747656477e-02 
+2.40304289440697e-01 +3.10155630131790e+22 +1.77223019492043e+24 +4.25874517715702e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.22286707311981e+21 +7.80025357971817e+22 +2.63084818091916e-02 +1.75008659157686e-02 +1.75389878727944e-02 
+2.47050405545683e-01 +3.10719161540208e+22 +1.77231118214831e+24 +4.37850196302888e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.22747664233684e+21 +7.81480845081813e+22 +2.63556961503850e-02 +1.75318626136280e-02 +1.75704641002567e-02 
+2.53985906878073e-01 +3.11285472096334e+22 +1.77239342184804e+24 +4.50162950592804e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.23212124595332e+21 +7.82943997199006e+22 +2.64031329176089e-02 +1.75630008698500e-02 +1.76020886117393e-02 
+2.61116110091746e-01 +3.11854355650186e+22 +1.77247687351114e+24 +4.62822266438808e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.23679841320591e+21 +7.84414282641084e+22 +2.64507747593990e-02 +1.75942693702077e-02 +1.76338498395993e-02 
+2.68446481096196e-01 +3.12425668332413e+22 +1.77256149971362e+24 +4.75837897124717e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.24150602743670e+21 +7.85891327718858e+22 +2.64986095984235e-02 +1.76256602878314e-02 +1.76657397322823e-02 
+2.75982639246618e-01 +3.12999332204368e+22 +1.77264726686191e+24 +4.89219871161853e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.24624236171227e+21 +7.87374926267960e+22 +2.65466309353944e-02 +1.76571694806754e-02 +1.76977539569296e-02 
+2.83730361651621e-01 +3.13575338054164e+22 +1.77273414591522e+24 +5.02978500332703e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.25100610987162e+21 +7.88865047027658e+22 +2.65948380803263e-02 +1.76887966408676e-02 +1.77298920535508e-02 
+2.91695587601880e-01 +3.14153747297478e+22 +1.77282211307460e+24 +5.17124387986901e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.25579641256842e+21 +7.90361838758551e+22 +2.66432363077104e-02 +1.77205453937305e-02 +1.77621575384736e-02 
+2.99884423123103e-01 +3.14734692961903e+22 +1.77291115043040e+24 +5.31668437595337e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.26061287799060e+21 +7.91865633041668e+22 +2.66918369338727e-02 +1.77524233453829e-02 +1.77945579559151e-02 
+3.08303145656828e-01 +3.15318379756275e+22 +1.77300124656063e+24 +5.46621861568119e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.26545559707393e+21 +7.93376944758747e+22 +2.67406573166978e-02 +1.77844420790988e-02 +1.78271048777985e-02 
+3.16958208872612e-01 +3.15905083248946e+22 +1.77309239707434e+24 +5.61996190342327e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.27032515316777e+21 +7.94896470310864e+22 +2.67897207798181e-02 +1.78166171018611e-02 +1.78598138532121e-02 
+3.25856247615323e-01 +3.16495148198536e+22 +1.77318460509540e+24 +5.77803281745645e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.27522262623690e+21 +7.96425083682182e+22 +2.68390564650126e-02 +1.78489677436326e-02 +1.78927043100084e-02 
+3.35004082991313e-01 +3.17088986100078e+22 +1.77327788168377e+24 +5.94055330642249e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.28014959181451e+21 +7.97963830505162e+22 +2.68886991182038e-02 +1.78815170129452e-02 +1.79257994121359e-02 
+3.44408727597382e-01 +3.17687072025217e+22 +1.77337224619260e+24 +6.10764878867705e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.28510811503319e+21 +7.99513920323767e+22 +2.69386888157677e-02 +1.79142914132826e-02 +1.79591258771784e-02 
+3.54077390896527e-01 +3.18289940849083e+22 +1.77346772656134e+24 +6.27944825460034e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.29010074016487e+21 +8.01076717286979e+22 +2.69890706390429e-02 +1.79473207254936e-02 +1.79927137593619e-02 
+3.64017484744614e-01 +3.18898182965736e+22 +1.77356435954604e+24 +6.45608437194641e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.29513047618062e+21 +8.02653729529014e+22 +2.70398943057095e-02 +1.79806377619903e-02 +1.80265962038063e-02 
+3.74236629072198e-01 +3.19512439601141e+22 +1.77366219088963e+24 +6.63769359431346e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.30020077890674e+21 +8.04246597510889e+22 +2.70912137672901e-02 +1.80142780988571e-02 +1.80608091781934e-02 
+3.84742657725850e-01 +3.20133397836384e+22 +1.77376127543581e+24 +6.82441627282367e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.30531553040236e+21 +8.05857081608107e+22 +2.71430867823397e-02 +1.80482797922019e-02 +1.80953911882265e-02 
+3.95543624473470e-01 +3.20761785452128e+22 +1.77386167719123e+24 +7.01639677110809e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.31047901619896e+21 +8.07487049225288e+22 +2.71955744747301e-02 +1.80826830849646e-02 +1.81303829831534e-02 
+4.06647809178186e-01 +3.21398365704385e+22 +1.77396346934146e+24 +7.21378358369839e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.31569590106050e+21 +8.09138461716787e+22 +2.72487408863531e-02 +1.81175301103408e-02 +1.81658272575687e-02 
+4.18063724145576e-01 +3.22043932133819e+22 +1.77406673422649e+24 +7.41672945793505e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.32097120389988e+21 +8.10813361372767e+22 +2.73026525328857e-02 +1.81528645975222e-02 +1.82017683552572e-02 
+4.29800120649080e-01 +3.22699303504140e+22 +1.77417156328222e+24 +7.62539151950866e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.32631027246866e+21 +8.12513858713807e+22 +2.73573779706919e-02 +1.81887315850754e-02 +1.82382519804612e-02 
+4.41865995638594e-01 +3.23365318954212e+22 +1.77427805695438e+24 +7.83993140175856e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.33171875839038e+21 +8.14242120309655e+22 +2.74129873819974e-02 +1.82251771466577e-02 +1.82753249213316e-02 
+4.54270598637404e-01 +3.24042833437665e+22 +1.77438632459118e+24 +8.06051537886060e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.33720259306030e+21 +8.16000357310684e+22 +2.74695521845540e-02 +1.82622481331581e-02 +1.83130347897027e-02 
+4.67023438832734e-01 +3.24732713511791e+22 +1.77449648432132e+24 +8.28731450304340e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.34276796487564e+21 +8.17790814850283e+22 +2.75271446709793e-02 +1.82999919346692e-02 +1.83514297806529e-02 
+4.80134292365345e-01 +3.25435833524491e+22 +1.77460866292318e+24 +8.52050474598031e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.34842129819446e+21 +8.19615762443725e+22 +2.75858376818574e-02 +1.83384562649675e-02 +1.83905584545716e-02 
+4.93613209823792e-01 +3.26153072236055e+22 +1.77472299569107e+24 +8.76026714451164e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.35416923435724e+21 +8.21477485478695e+22 +2.76457043156596e-02 +1.83776889705006e-02 +1.84304695437731e-02 
+5.07470523949047e-01 +3.26885309900274e+22 +1.77483962630394e+24 +9.00678795085992e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.36001861503866e+21 +8.23378277861714e+22 +2.77068176775065e-02 +1.84177378651954e-02 +1.84712117850043e-02 
+5.21716857555435e-01 +3.27633425817863e+22 +1.77495870670126e+24 +9.26025878750840e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.36597646813025e+21 +8.25320435855407e+22 +2.77692506678086e-02 +1.84586505917519e-02 +1.85128337785390e-02 
+5.36363131673924e-01 +3.28398296365525e+22 +1.77508039697055e+24 +9.52087680692117e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.37204999629933e+21 +8.27306253117134e+22 +2.78330758110065e-02 +1.85004745095483e-02 +1.85553838740043e-02 
+5.51420573924030e-01 +3.29180793494288e+22 +1.77520486525048e+24 +9.78884485629151e+02 +0.00000000000000e+00 +0.00000000000000e+00 +1.37824656831034e+21 +8.29338016924931e+22 +2.78983651238104e-02 +1.85432566087430e-02 +1.85989100825403e-02 
+5.66900727120744e-01 +3.29981783682239e+22 +1.77533228765282e+24 +1.00643716475132e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.38457371314137e+21 +8.31418005554861e+22 +2.79651900216115e-02 +1.85870434496806e-02 +1.86434600144077e-02 
+5.82815458123084e-01 +3.30802127322328e+22 +1.77546284820620e+24 +1.03476719325781e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.39103911689891e+21 +8.33548486762652e+22 +2.80336212613672e-02 +1.86318811264650e-02 +1.86890808409115e-02 
+5.99176966931062e-01 +3.31642678518242e+22 +1.77559673882413e+24 +1.06389666846133e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.39765062248294e+21 +8.35731717302779e+22 +2.81037289186072e-02 +1.86778152531340e-02 +1.87358192790715e-02 
+6.15997796038017e-01 +3.32504285258678e+22 +1.77573415929928e+24 +1.09384832847778e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.40441623193322e+21 +8.37969943411227e+22 +2.81755823959845e-02 +1.87248909707232e-02 +1.87837215973230e-02 
+6.33290840045512e-01 +3.33387789938284e+22 +1.77587531732565e+24 +1.12464557152525e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.41134411136971e+21 +8.40265402172768e+22 +2.82492504606191e-02 +1.87731529733936e-02 +1.88328336404127e-02 
+6.51069355548146e-01 +3.34294030190760e+22 +1.77602042854985e+24 +1.15631247585629e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.41844259841751e+21 +8.42620323686305e+22 +2.83248013072465e-02 +1.88226455516458e-02 +1.88832008714976e-02 
+6.69346971295866e-01 +3.35223839999607e+22 +1.77616971665257e+24 +1.18887382034883e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.42572021200028e+21 +8.45036933941673e+22 +2.84023026441876e-02 +1.88734126506436e-02 +1.89348684294584e-02 
+6.88137698641567e-01 +3.36178051052899e+22 +1.77632341346075e+24 +1.22235510578201e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.43318566438662e+21 +8.47517458323240e+22 +2.84818217992241e-02 +1.89254979417253e-02 +1.89878811994827e-02 
+7.07455942281988e-01 +3.37157494308726e+22 +1.77648175909098e+24 +1.25678257682447e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.44084787537008e+21 +8.50064125656254e+22 +2.85634258424923e-02 +1.89789449051956e-02 +1.90422838949949e-02 
+7.27316511300146e-01 +3.38163001740081e+22 +1.77664500212434e+24 +1.29218324476391e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.44871598847111e+21 +8.52679172716982e+22 +2.86471817236853e-02 +1.90337969226119e-02 +1.90981211491235e-02 
+7.47734630517759e-01 +3.39195408230525e+22 +1.77681339981262e+24 +1.32858491100789e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.45679938906206e+21 +8.55364849134098e+22 +2.87331564210677e-02 +1.90900973769275e-02 +1.91554376140452e-02 
+7.68725952166373e-01 +3.40255553593578e+22 +1.77698721831592e+24 +1.36601619138738e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.46510772432204e+21 +8.58123422612701e+22 +2.88214170999442e-02 +1.91478897589394e-02 +1.92142780666295e-02 
+7.90306567886135e-01 +3.41344284692873e+22 +1.77716673297143e+24 +1.40450654129607e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.47365092495231e+21 +8.60957184422760e+22 +2.89120312785667e-02 +1.92072177787249e-02 +1.92746875190444e-02 
+8.12493021061405e-01 +3.42462457641931e+22 +1.77735222859301e+24 +1.44408628169975e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.48243922859139e+21 +8.63868455098154e+22 +2.90050669996132e-02 +1.92681254808470e-02 +1.93367113330755e-02 
+8.35302319502678e-01 +3.43610940066113e+22 +1.77754399980148e+24 +1.48478662605224e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.49148320489423e+21 +8.66859590302273e+22 +2.91005930056874e-02 +1.93306573623206e-02 +1.94003953371249e-02 
+8.58751948484517e-01 +3.44790613412608e+22 +1.77774235138530e+24 +1.52663970815558e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.50079378225842e+21 +8.69932986824339e+22 +2.91986789175539e-02 +1.93948584925105e-02 +1.94657859450359e-02 
+8.82859884149515e-01 +3.46002375297367e+22 +1.77794759869156e+24 +1.56967861100474e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.51038227620510e+21 +8.73091088678882e+22 +2.92993954140851e-02 +1.94607746343030e-02 +1.95329302760567e-02 
+9.07644607288536e-01 +3.47247141879487e+22 +1.77816006804743e+24 +1.61393739665907e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.52026041943345e+21 +8.76336393285063e+22 +2.94028144130188e-02 +1.95284523659781e-02 +1.96018762753459e-02 
+9.33125117507825e-01 +3.48525850260529e+22 +1.77838009721239e+24 +1.65945113718489e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.53044039361847e+21 +8.79671457720861e+22 +2.95090092522081e-02 +1.95979392035956e-02 +1.96726728348054e-02 
+9.59320947793824e-01 +3.49839460903727e+22 +1.77860803586208e+24 +1.70625594671692e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.54093486301306e+21 +8.83098905041364e+22 +2.96180548708235e-02 +1.96692837235587e-02 +1.97453699138823e-02 
+9.86252179486878e-01 +3.51188960076365e+22 +1.77884424610497e+24 +1.75438901468872e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.55175700997631e+21 +8.86621430672307e+22 +2.97300279906567e-02 +1.97425356854791e-02 +1.98200186604378e-02 
+1.01393945767529e+00 +3.52575362317546e+22 +1.77908910303377e+24 +1.80388864028608e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.56292057255561e+21 +8.90241808888392e+22 +2.98450072975734e-02 +1.98177461553961e-02 +1.98966715317156e-02 
+1.04240400702156e+00 +3.53999712939395e+22 +1.77934299531422e+24 +1.85479426818128e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.57443988430043e+21 +8.93962899401809e+22 +2.99630736236357e-02 +1.98949676297167e-02 +1.99753824157571e-02 
+1.07166764803286e+00 +3.55463090569866e+22 +1.77960632581468e+24 +1.90714652561022e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.58632991650253e+21 +8.97787654087939e+22 +3.00843101304040e-02 +1.99742541602363e-02 +2.00562067536027e-02 
+1.10175281378839e+00 +3.56966609751649e+22 +1.77987951228133e+24 +1.96098726086025e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.59860632311815e+21 +9.01719123893001e+22 +3.02088024944431e-02 +2.00556614809344e-02 +2.01392016629621e-02 
+1.13268256713615e+00 +3.58511423610905e+22 +1.78016298806442e+24 +2.01635958324158e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.61128548864431e+21 +9.05760465967847e+22 +3.03366390959557e-02 +2.01392471371801e-02 +2.02244260639705e-02 
+1.16448061837269e+00 +3.60098726616045e+22 +1.78045720290299e+24 +2.07330790462257e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.62438457929113e+21 +9.09914951090629e+22 +3.04679112119871e-02 +2.02250706183172e-02 +2.03119408079914e-02 
+1.19717134341897e+00 +3.61729757447747e+22 +1.78076262377638e+24 +2.13187798261665e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.63792159782744e+21 +9.14185971445310e+22 +3.06027132156828e-02 +2.03131934946301e-02 +2.04018088104552e-02 
+1.23077980250667e+00 +3.63405802005648e+22 +1.78107973583302e+24 +2.19211696551719e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.65191544254220e+21 +9.18577048836021e+22 +3.07411427833948e-02 +2.04036795598980e-02 +2.04940951889298e-02 
+1.26533175938894e+00 +3.65128196579498e+22 +1.78140904340826e+24 +2.25407343908715e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.66638597081846e+21 +9.23091843425226e+22 +3.08833011115727e-02 +2.04965949808428e-02 +2.05888674077151e-02 
+1.30085370109057e+00 +3.66898331218522e+22 +1.78175107114526e+24 +2.31779747532139e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.68135406790458e+21 +9.27734163101247e+22 +3.10292931458197e-02 +2.05920084550695e-02 +2.06861954305465e-02 
+1.33737285821250e+00 +3.68717653331797e+22 +1.78210636523473e+24 +2.38334068331265e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.69684172151491e+21 +9.32507973580474e+22 +3.11792278243345e-02 +2.06899913790068e-02 +2.07861518828897e-02 
+1.37491722580642e+00 +3.70587671561131e+22 +1.78247549479151e+24 +2.45075626236667e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.71287210301074e+21 +9.37417409374205e+22 +3.13332183386121e-02 +2.07906180277939e-02 +2.08888122257414e-02 
+1.41351558483540e+00 +3.72509959967830e+22 +1.78285905338801e+24 +2.52009905752883e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.72946965598522e+21 +9.42466785752164e+22 +3.14913824141679e-02 +2.08939657489996e-02 +2.09942549427786e-02 
+1.45319752423690e+00 +3.74486162580177e+22 +1.78325766076692e+24 +2.59142561770297e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.74666019319070e+21 +9.47660611851076e+22 +3.16538426143965e-02 +2.10001151723146e-02 +2.11025617429310e-02 
+1.49399346360526e+00 +3.76517998352859e+22 +1.78367196475785e+24 +2.66479425656418e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.76447100287260e+21 +9.53003605090618e+22 +3.18207266709147e-02 +2.11091504375343e-02 +2.12138177806098e-02 
+1.53593467651090e+00 +3.78607266591056e+22 +1.78410264342481e+24 +2.74026511649093e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.78293096568875e+21 +9.58500707065437e+22 +3.19921678437218e-02 +2.12211594431737e-02 +2.13281118958146e-02 
+1.57905331447418e+00 +3.80755852900119e+22 +1.78455040747429e+24 +2.81790023576852e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.80207068357162e+21 +9.64157101105851e+22 +3.21683053150260e-02 +2.13362341184305e-02 +2.14455368766840e-02 
+1.62338243161228e+00 +3.82965735722725e+22 +1.78501600295586e+24 +2.89776361934532e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.82192262203617e+21 +9.69978231705453e+22 +3.23492846204743e-02 +2.14544707211902e-02 +2.15661897469829e-02 
+1.66895600997802e+00 +3.85238993531454e+22 +1.78550021429045e+24 +2.97992131345710e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.84252126763870e+21 +9.75969826032832e+22 +3.25352581218105e-02 +2.15759701650076e-02 +2.16901720812070e-02 
+1.71580898561001e+00 +3.87577812751864e+22 +1.78600386766406e+24 +3.06444148447222e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.86390330252084e+21 +9.82137917766950e+22 +3.27263855253327e-02 +2.17008383782944e-02 +2.18175903502218e-02 
+1.76397727531404e+00 +3.89984496492697e+22 +1.78652783482829e+24 +3.15139450235310e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.88610779819576e+21 +9.88488873504341e+22 +3.29228344503567e-02 +2.18291866989120e-02 +2.19485563002378e-02 
+1.81349780419650e+00 +3.92461474171494e+22 +1.78707303735244e+24 +3.24085302917742e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.90917643104903e+21 +9.95029422021735e+22 +3.31247810525458e-02 +2.19611323078841e-02 +2.20831873683639e-02 
+1.86440853397049e+00 +3.95011312127648e+22 +1.78764045137631e+24 +3.33289211321684e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.93315372232756e+21 +1.00176668669383e+23 +3.33324107068946e-02 +2.20967987059998e-02 +2.22216071379297e-02 
+1.91674849205682e+00 +3.96726973600365e+22 +1.78814134593712e+24 +3.42741722840941e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.95259706971662e+21 +1.00638963844879e+23 +3.34693909219539e-02 +2.21865555819611e-02 +2.23129272813026e-02 
+1.97055780150180e+00 +3.99429032614131e+22 +1.78875438929925e+24 +3.52484391680422e+03 +0.00000000000000e+00 +0.00000000000000e+00 +1.97847720890056e+21 +1.01353780299429e+23 +3.36888667016480e-02 +2.23300099221900e-02 +2.24592444677653e-02 
+2.02587771173502e+00 +4.02212596258788e+22 +1.78939289775173e+24 +3.62509118909216e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.00541765273213e+21 +1.02090675134748e+23 +3.39146467407659e-02 +2.24776010212260e-02 +2.26097644938439e-02 
+2.08275063019052e+00 +4.06326581579223e+22 +1.79014039666275e+24 +3.72841603927884e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.04126210860079e+21 +1.03170055099205e+23 +3.42520977360863e-02 +2.26980287320879e-02 +2.28347318240575e-02 
+2.14122015481573e+00 +4.09286004269403e+22 +1.79083737540196e+24 +3.83457708220799e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.07059777632933e+21 +1.03954797081252e+23 +3.44913768172272e-02 +2.28544484212329e-02 +2.29942512114848e-02 
+2.20133110749303e+00 +4.11142023566726e+22 +1.79144490699611e+24 +3.94356340113049e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.09353862950427e+21 +1.04458379383981e+23 +3.46371352028170e-02 +2.29503024045617e-02 +2.30914234685446e-02 
+2.26312956839953e+00 +4.14285772877673e+22 +1.79219928228589e+24 +4.05597918820561e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.12535727488932e+21 +1.05293221153565e+23 +3.48905391701836e-02 +2.31160550599745e-02 +2.32603594467891e-02 
+2.32666291133146e+00 +4.18705670703747e+22 +1.79307492728653e+24 +4.17188093055591e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.16632936043559e+21 +1.06458585642733e+23 +3.52507338897842e-02 +2.33512645975914e-02 +2.35004892598561e-02 
+2.39197984002024e+00 +4.22057790382261e+22 +1.79390056299091e+24 +4.29097398167522e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.20115140024441e+21 +1.07350482159362e+23 +3.55199134315576e-02 +2.35273793369337e-02 +2.36799422877050e-02 
+2.45913042546804e+00 +4.25710133473944e+22 +1.79476276781589e+24 +4.41355572883329e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.23887873192374e+21 +1.08321867191293e+23 +3.58134266871740e-02 +2.37195768213983e-02 +2.38756177914493e-02 
+2.52816614433150e+00 +4.28165652306035e+22 +1.79551786816409e+24 +4.53936748583472e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.26929462962293e+21 +1.08986861885514e+23 +3.60055720262673e-02 +2.38463598662949e-02 +2.40037146841782e-02 
+2.59913991838293e+00 +4.31859769742561e+22 +1.79645742569498e+24 +4.66924420679927e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.30911941399121e+21 +1.09972659185833e+23 +3.63004834177041e-02 +2.40395215364200e-02 +2.42003222784694e-02 
+2.67210615507943e+00 +4.35384520323011e+22 +1.79740126006894e+24 +4.80284697017773e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.34899644800321e+21 +1.10917971191536e+23 +3.65798043783472e-02 +2.42230007286360e-02 +2.43865362522315e-02 
+2.74712078927081e+00 +4.39592039869870e+22 +1.79843693952651e+24 +4.94052350476586e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.39448460101991e+21 +1.12040679810272e+23 +3.69152613455359e-02 +2.44430054904012e-02 +2.46101742303573e-02 
+2.82424132607844e+00 +4.44684590212156e+22 +1.79959545161887e+24 +5.08249184468479e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.44745999277040e+21 +1.13394366774802e+23 +3.73235739487876e-02 +2.47102530633832e-02 +2.48823826325251e-02 
+2.90352688497781e+00 +4.48499272503227e+22 +1.80066900028072e+24 +5.22829085326119e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.49294578798788e+21 +1.14422570497612e+23 +3.76230090248977e-02 +2.49073690074804e-02 +2.50820060165985e-02 
+2.98503824511873e+00 +4.53114851917870e+22 +1.80184905872684e+24 +5.37858835223080e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.54555031908696e+21 +1.15661457524747e+23 +3.79883356114029e-02 +2.51472147305188e-02 +2.53255570742686e-02 
+3.06883789191764e+00 +4.57718087789813e+22 +1.80304251196390e+24 +5.53324518145317e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.59967089184725e+21 +1.16901915018283e+23 +3.83509750048314e-02 +2.53858733087364e-02 +2.55673166698876e-02 
+3.15499006495809e+00 +4.62085026466936e+22 +1.80426159215201e+24 +5.69242739782506e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.65358920517813e+21 +1.18084602443635e+23 +3.86920941301069e-02 +2.56107555842714e-02 +2.57947294200713e-02 
+3.24356080723581e+00 +4.67446246291707e+22 +1.80567918023405e+24 +5.85683021944886e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.71688563405388e+21 +1.19528134973726e+23 +3.91132067493844e-02 +2.58875580672707e-02 +2.60754711662563e-02 
+3.33461801578636e+00 +4.74053922176037e+22 +1.80736466588785e+24 +6.02687077596532e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.79224590575112e+21 +1.21303026170397e+23 +3.96347995003533e-02 +2.62290134981234e-02 +2.64231996669022e-02 
+3.42823149373397e+00 +4.77643580724590e+22 +1.80854453559674e+24 +6.20010933475322e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.84545091280147e+21 +1.22295502437063e+23 +3.99055461959670e-02 +2.64103853304883e-02 +2.66036974639780e-02 
+3.52447300380159e+00 +4.82717504174110e+22 +1.81009462395984e+24 +6.37962963647283e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.91331681780031e+21 +1.23683286881188e+23 +4.02946672226794e-02 +2.66680812032963e-02 +2.68631114817863e-02 
+3.62341632332315e+00 +4.88476845909193e+22 +1.81173326800840e+24 +6.56466389680924e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.98888069995790e+21 +1.25256102937552e+23 +4.07389071066269e-02 +2.69618521961659e-02 +2.71592714044179e-02 
+3.72513730080021e+00 +4.95161729201906e+22 +1.81361269318800e+24 +6.75595629259933e+03 +0.00000000000000e+00 +0.00000000000000e+00 +3.07448784344552e+21 +1.27070119654305e+23 +4.12544321825174e-02 +2.73025068175666e-02 +2.75029547883449e-02 
+3.82971391404628e+00 +5.02996486112454e+22 +1.81575329462911e+24 +6.95381565691648e+03 +0.00000000000000e+00 +0.00000000000000e+00 +3.17323561812776e+21 +1.29199460319218e+23 +4.18615208115959e-02 +2.77018077070430e-02 +2.79076805410640e-02 
+3.93722632996348e+00 +5.07738264077129e+22 +1.81740818840968e+24 +7.15554737169783e+03 +0.00000000000000e+00 +0.00000000000000e+00 +3.24936245214536e+21 +1.30527079448738e+23 +4.22098114280147e-02 +2.79374918257315e-02 +2.81398742853431e-02 
