RedField(Td)          RedDiff((ms)^-1)      RedMob((msV)^-1)      DriftVelocity(ms^-1)  RedTow(m^2)           RedAtt(m^2)           RedDiffE(eV(ms)^-1)   RedMobE(eV(msV)^-1)   MeanE(eV)             CharE(eV)             EleTemp(eV)           
+7.20635132129305e+01 +3.69200706507268e+24 +1.51390447975104e+24 +1.09097275479654e+05 +4.67728540149005e-24 +2.22548139207653e-23 +1.12968254952310e+25 +5.60760757736050e+24 +2.83202277644760e+00 +2.43873184501035e+00 +1.88801518429840e+00 
+7.40865683493956e+01 +3.70167564122569e+24 +1.48706883089048e+24 +1.10171826580023e+05 +5.89266528592737e-24 +2.34045122786747e-23 +1.15880862508703e+25 +5.64369519608326e+24 +2.89752227967910e+00 +2.48924297539682e+00 +1.93168151978607e+00 
+7.61664171655289e+01 +3.70680805055779e+24 +1.47245987308469e+24 +1.12151992952870e+05 +7.02374159635254e-24 +2.37570660592431e-23 +1.17603499953657e+25 +5.66073805090440e+24 +2.93447602556037e+00 +2.51742551244695e+00 +1.95631735037358e+00 
+7.83046540430119e+01 +3.71669796149591e+24 +1.44702259275583e+24 +1.13308603518167e+05 +8.74131209918860e-24 +2.48735861196102e-23 +1.20635661680989e+25 +5.69822584411955e+24 +3.00144626843157e+00 +2.56851412003010e+00 +2.00096417895438e+00 
+8.05029181229598e+01 +3.72664405096950e+24 +1.42254549249899e+24 +1.14519063308832e+05 +1.08008948101449e-23 +2.59636303205454e-23 +1.23722102032522e+25 +5.73621166339744e+24 +3.06889024741220e+00 +2.61970114180524e+00 +2.04592683160814e+00 
+8.27628945624635e+01 +3.73666692273941e+24 +1.39897883445369e+24 +1.15783537771009e+05 +1.32541284946201e-23 +2.70231674702165e-23 +1.26861572652665e+25 +5.77457915000493e+24 +3.13678698883076e+00 +2.67099603704769e+00 +2.09119132588717e+00 
+8.50863158264058e+01 +3.74734651341751e+24 +1.37560356730989e+24 +1.17045039580060e+05 +1.61068817184297e-23 +2.79911232964247e-23 +1.29932862501928e+25 +5.80966913868318e+24 +3.20247629611620e+00 +2.72414713255343e+00 +2.13498419741080e+00 
+8.74749630155442e+01 +3.75749258981983e+24 +1.35377040188169e+24 +1.18421015836139e+05 +1.95149769579112e-23 +2.89811680260076e-23 +1.33175057474851e+25 +5.84856301944514e+24 +3.27125769835888e+00 +2.77557596516888e+00 +2.18083846557258e+00 
+8.99306672318762e+01 +3.76776162745129e+24 +1.33270122822144e+24 +1.19850710674695e+05 +2.35014025380063e-23 +2.99311143438448e-23 +1.36467524123616e+25 +5.88755104219673e+24 +3.34046187511713e+00 +2.82716151802423e+00 +2.22697458341142e+00 
+9.24553109823358e+01 +3.78103883154103e+24 +1.30683182749869e+24 +1.20823543013006e+05 +2.88155675890707e-23 +3.12766370403171e-23 +1.40568463179885e+25 +5.93775992588034e+24 +3.42669993425104e+00 +2.89328645964954e+00 +2.28446662283403e+00 
+9.50508296218951e+01 +3.79150405279527e+24 +1.28740971670604e+24 +1.22369361636198e+05 +3.42671150643362e-23 +3.21275905482870e-23 +1.43948681440284e+25 +5.97641440043731e+24 +3.49639737240866e+00 +2.94506403330262e+00 +2.33093158160577e+00 
+9.77192128371800e+01 +3.80210808394013e+24 +1.26861053675516e+24 +1.23967623048667e+05 +4.05369278511924e-23 +3.29320155475605e-23 +1.47376632745244e+25 +6.01493283600121e+24 +3.56651392291284e+00 +2.99706487829205e+00 +2.37767594860856e+00 
+1.00462506171734e+02 +3.80929447371367e+24 +1.25633705766171e+24 +1.26214769409118e+05 +4.66127989788522e-23 +3.31968264961294e-23 +1.49959267544245e+25 +6.04079461114421e+24 +3.61798593930957e+00 +3.03206408700824e+00 +2.41199062620638e+00 
+1.03282812594103e+02 +3.82029306751498e+24 +1.23835386489417e+24 +1.27900670153048e+05 +5.46759123667217e-23 +3.39235022380209e-23 +1.53500241081760e+25 +6.07929998437609e+24 +3.68948067428934e+00 +3.08497690023477e+00 +2.45965378285956e+00 
+1.06182294109938e+02 +3.83142252931995e+24 +1.22090634514378e+24 +1.29638636620747e+05 +6.38334508688341e-23 +3.46010952266589e-23 +1.57088329733376e+25 +6.11753001189383e+24 +3.76141736818102e+00 +3.13817889845494e+00 +2.50761157878735e+00 
+1.09163173419361e+02 +3.84368708571135e+24 +1.20261997825706e+24 +1.31281813244064e+05 +7.41454037733918e-23 +3.52018801230189e-23 +1.60601029920535e+25 +6.15142834921963e+24 +3.83119127886648e+00 +3.19609448970069e+00 +2.55412751924432e+00 
+1.12227735620851e+02 +3.85496779466103e+24 +1.18624757594917e+24 +1.33129879334499e+05 +8.58040349176740e-23 +3.57817686535944e-23 +1.64283665193845e+25 +6.18912992924587e+24 +3.90408407085730e+00 +3.24971605659678e+00 +2.60272271390487e+00 
+1.15378329962966e+02 +3.86637687054308e+24 +1.17031355269199e+24 +1.35028823242628e+05 +9.88856201073170e-23 +3.63119294433755e-23 +1.68013225672156e+25 +6.22645933686945e+24 +3.97745957741970e+00 +3.30371024213940e+00 +2.65163971827980e+00 
+1.18617371645248e+02 +3.88117746421294e+24 +1.14949286451986e+24 +1.36349822314313e+05 +1.16850337269591e-22 +3.75813608155309e-23 +1.73521956356439e+25 +6.29153771080443e+24 +4.08743861816971e+00 +3.37642588658791e+00 +2.72495907877981e+00 
+1.21947343669674e+02 +3.89283154711053e+24 +1.13461815704489e+24 +1.38363670331006e+05 +1.33394358578027e-22 +3.79737734159734e-23 +1.77300057169734e+25 +6.32690581477032e+24 +4.16069167467893e+00 +3.43096179356885e+00 +2.77379444978595e+00 
+1.25370798744092e+02 +3.90458645494382e+24 +1.12009242602567e+24 +1.40426882118046e+05 +1.51741494637229e-22 +3.83190203551644e-23 +1.81125505634107e+25 +6.36186270860171e+24 +4.23449630555240e+00 +3.48595023430177e+00 +2.82299753703493e+00 
+1.28890361239089e+02 +3.91684230259679e+24 +1.10591887044195e+24 +1.42542282712389e+05 +1.71953456982111e-22 +3.85160056116808e-23 +1.84776397114236e+25 +6.39138755798506e+24 +4.30387000530925e+00 +3.54170853512205e+00 +2.86924667020617e+00 
+1.32508729199795e+02 +3.92871974102125e+24 +1.09204596280623e+24 +1.44705622759221e+05 +1.94307705341100e-22 +3.87743413824326e-23 +1.88704139304560e+25 +6.42569142177870e+24 +4.37901030906400e+00 +3.59757727680767e+00 +2.91934020604267e+00 
+1.36228676414165e+02 +3.94068577677674e+24 +1.07846480330641e+24 +1.46917832713694e+05 +2.18876192887061e-22 +3.89881166280527e-23 +1.92680365349619e+25 +6.45955922153317e+24 +4.45475670048317e+00 +3.65397717634846e+00 +2.96983780032211e+00 
+1.40053054539322e+02 +3.95076741362084e+24 +1.06716155417914e+24 +1.49459235349719e+05 +2.43261440312460e-22 +3.89556265362575e-23 +1.96171012245434e+25 +6.48661052311996e+24 +4.52064239421628e+00 +3.70212682245637e+00 +3.01376159614419e+00 
+1.43984795287601e+02 +3.96297092174413e+24 +1.05399744133842e+24 +1.51759605824768e+05 +2.72556365501339e-22 +3.90963794812823e-23 +2.00262655962275e+25 +6.51992325216032e+24 +4.59803413503825e+00 +3.75994358839404e+00 +3.06535609002550e+00 
+1.48026912673951e+02 +3.97524078667922e+24 +1.04108743596985e+24 +1.54108958970256e+05 +3.04511939678441e-22 +3.91955794986138e-23 +2.04404115457926e+25 +6.55278212929575e+24 +4.67608350043230e+00 +3.81835439496587e+00 +3.11738900028820e+00 
+1.52182505326439e+02 +3.98856096888168e+24 +1.02713850203584e+24 +1.56312510557059e+05 +3.40399152612020e-22 +3.93061046549414e-23 +2.08674178049164e+25 +6.58466713385907e+24 +4.75624977052250e+00 +3.88317735239810e+00 +3.17083318034833e+00 
+1.56454758861610e+02 +4.00088822614909e+24 +1.01475792113626e+24 +1.58763705854282e+05 +3.78220456895962e-22 +3.93246936957659e-23 +2.12917452749665e+25 +6.61666342284430e+24 +4.83568553269505e+00 +3.94270213891916e+00 +3.22379035513003e+00 
+1.60846948326536e+02 +4.01326562345184e+24 +1.00259170726170e+24 +1.61263816530536e+05 +4.19181664910907e-22 +3.93056922424638e-23 +2.17212403349435e+25 +6.64821271749326e+24 +4.91583971565809e+00 +4.00289130099925e+00 +3.27722647710539e+00 
+1.65362440709418e+02 +4.02565771304370e+24 +9.90479565346505e+23 +1.63788118398502e+05 +4.64358127820741e-22 +3.93383997754819e-23 +2.21839704603304e+25 +6.68396284156617e+24 +5.00247246019027e+00 +4.06435211173225e+00 +3.33498164012685e+00 
+1.70004697520672e+02 +4.03813676292285e+24 +9.78719497313804e+23 +1.66386912098417e+05 +5.12100971870867e-22 +3.92421991422485e-23 +2.26227527878131e+25 +6.71438226392127e+24 +5.08384870174124e+00 +4.12593881495764e+00 +3.38923246782749e+00 
+1.74777277446468e+02 +4.05116998853274e+24 +9.66834667919373e+23 +1.68980730999808e+05 +5.64876231524675e-22 +3.91237973599808e-23 +2.30755947455295e+25 +6.74464337431359e+24 +5.16751209282803e+00 +4.19013728298640e+00 +3.44500806188535e+00 
+1.79683839076772e+02 +4.06364161597099e+24 +9.55488507044106e+23 +1.71685843139418e+05 +6.20076193271420e-22 +3.89597999647842e-23 +2.35246645387340e+25 +6.77417634754837e+24 +5.25036525927832e+00 +4.25294661946510e+00 +3.50024350618555e+00 
+1.84728143709963e+02 +4.07613107997184e+24 +9.44308002227143e+23 +1.74440264341884e+05 +6.79253277341007e-22 +3.87659100874819e-23 +2.39793439498225e+25 +6.80331123861122e+24 +5.33405342074512e+00 +4.31652709747065e+00 +3.55603561383008e+00 
+1.89914058236194e+02 +4.08733601286583e+24 +9.34500312111183e+23 +1.77474746696024e+05 +7.38431701786217e-22 +3.84267707368800e-23 +2.43997093279069e+25 +6.82800901088527e+24 +5.41092533647962e+00 +4.37381984777714e+00 +3.60728355765308e+00 
+1.95245558101686e+02 +4.09990837385775e+24 +9.23558945608781e+23 +1.80320781775191e+05 +8.05987192786044e-22 +3.81854377976605e-23 +2.48674640709746e+25 +6.85661355201503e+24 +5.49666651829783e+00 +4.43924926865954e+00 +3.66444434553189e+00 
+2.00726730356257e+02 +4.11247860872263e+24 +9.12768775351717e+23 +1.83217091847635e+05 +8.78059100005802e-22 +3.79179159051253e-23 +2.53410916840438e+25 +6.88484078673946e+24 +5.58329818829753e+00 +4.50549878542675e+00 +3.72219879219835e+00 
+2.06361776786386e+02 +4.12373556256965e+24 +9.03232017679915e+23 +1.86392564018780e+05 +9.49920212009540e-22 +3.75231619396971e-23 +2.57765275352871e+25 +6.90835673240871e+24 +5.66245287033332e+00 +4.56553297696650e+00 +3.77496858022221e+00 
+2.12155017136245e+02 +4.13633931638259e+24 +8.92665094820509e+23 +1.89383378488573e+05 +1.03146307048781e-21 +3.72150538199475e-23 +2.62638304614604e+25 +6.93610431747155e+24 +5.75125503841238e+00 +4.63369671378749e+00 +3.83417002560825e+00 
+2.18110892419152e+02 +4.14892349634794e+24 +8.82238197245739e+23 +1.92425760527532e+05 +1.11807563395270e-21 +3.68843618058948e-23 +2.67573061401574e+25 +6.96350391454788e+24 +5.84100351328372e+00 +4.70272485288040e+00 +3.89400234218915e+00 
+2.24233968321984e+02 +4.16734417911328e+24 +8.66598674074261e+23 +1.94320859630242e+05 +1.23763381641574e-21 +3.70007085482630e-23 +2.74538647275251e+25 +7.00873212573298e+24 +5.96891556665978e+00 +4.80885132159361e+00 +3.97927704443986e+00 
+2.30528938705171e+02 +4.17966683349142e+24 +8.56681307927962e+23 +1.97489832725191e+05 +1.33572840975993e-21 +3.65990460890051e-23 +2.79542793021635e+25 +7.03458230462129e+24 +6.05944434585293e+00 +4.87890513638111e+00 +4.03962956390195e+00 
+2.37000629200933e+02 +4.18989804181263e+24 +8.48884766579252e+23 +2.01186223798370e+05 +1.42849397748046e-21 +3.60378378809915e-23 +2.84050551959317e+25 +7.05610377397795e+24 +6.14055343217430e+00 +4.93576773523296e+00 +4.09370228811620e+00 
+2.43654000912547e+02 +4.20219647285986e+24 +8.39140935939346e+23 +2.04460046371121e+05 +1.53743885919539e-21 +3.56094479070317e-23 +2.89192518464560e+25 +7.08155608642641e+24 +6.23327110928305e+00 +5.00773623700751e+00 +4.15551407285537e+00 
+2.50494154217450e+02 +4.21445838503873e+24 +8.29509812188149e+23 +2.07787358819146e+05 +1.65235328256023e-21 +3.51663076818054e-23 +2.94404781374628e+25 +7.10678336192620e+24 +6.32708803270612e+00 +5.08066128105404e+00 +4.21805868847075e+00 
+2.57526332677120e+02 +4.22649099133867e+24 +8.19760509778041e+23 +2.11109917756665e+05 +1.77110640554125e-21 +3.47121897664111e-23 +2.99560586596991e+25 +7.13050195947354e+24 +6.41972372881825e+00 +5.15576310510864e+00 +4.27981581921217e+00 
+2.64755927056707e+02 +4.23869683525464e+24 +8.10334028007274e+23 +2.14540736810661e+05 +1.89868098141525e-21 +3.42452396500174e-23 +3.04931129257384e+25 +7.15546194692519e+24 +6.51605508962513e+00 +5.23080197641237e+00 +4.34403672641675e+00 
+2.72188479457518e+02 +4.25099520275983e+24 +8.01038654315663e+23 +2.18033493304877e+05 +2.03551314203400e-21 +3.37770226403688e-23 +3.10436088634940e+25 +7.18018890228571e+24 +6.61451475697355e+00 +5.30685401991182e+00 +4.40967650464904e+00 
+2.79829687565512e+02 +4.26306789300069e+24 +7.91853174907168e+23 +2.21584026532031e+05 +2.17616201302332e-21 +3.32857685738742e-23 +3.15947375434286e+25 +7.20475789328975e+24 +6.71299647397398e+00 +5.38365953195864e+00 +4.47533098264932e+00 
+2.87685409019059e+02 +4.27508883304434e+24 +7.82769589106403e+23 +2.25191389409757e+05 +2.32370862291498e-21 +3.27851215831886e-23 +3.21537507150317e+25 +7.22919229652133e+24 +6.81269603501601e+00 +5.46149070242331e+00 +4.54179735667734e+00 
+2.95761665899325e+02 +4.28761255988439e+24 +7.73117663269223e+23 +2.28658568024699e+05 +2.48475773872250e-21 +3.23129755851989e-23 +3.27399460310681e+25 +7.25461899558305e+24 +6.91710811552956e+00 +5.54587323972613e+00 +4.61140541035304e+00 
+3.04064649346707e+02 +4.29955293447752e+24 +7.64232899814348e+23 +2.32376208701267e+05 +2.64728598011846e-21 +3.17959292073064e-23 +3.33166220341684e+25 +7.27890090376527e+24 +7.01953609049609e+00 +5.62597205056469e+00 +4.67969072699739e+00 
+3.12600724306870e+02 +4.31143385018741e+24 +7.55447365549639e+23 +2.36153393646534e+05 +2.81729038100814e-21 +3.12722313988519e-23 +3.39017913828070e+25 +7.30310936544186e+24 +7.12325561291382e+00 +5.70712672622870e+00 +4.74883707527588e+00 
+3.21376434410028e+02 +4.32152833693798e+24 +7.48334016357275e+23 +2.40496917924636e+05 +2.97677695422899e-21 +3.06441177489970e-23 +3.44360321376098e+25 +7.32351255075065e+24 +7.21734421174631e+00 +5.77486555799539e+00 +4.81156280783087e+00 
+3.30398506987186e+02 +4.33332034939412e+24 +7.39689842733319e+23 +2.44392419672675e+05 +3.16161747084787e-21 +3.01151791691792e-23 +3.50393507542292e+25 +7.34774980334372e+24 +7.32384447574168e+00 +5.85829370507717e+00 +4.88256298382779e+00 
+3.39673858227221e+02 +4.34691667411427e+24 +7.29350272172474e+23 +2.47741220947898e+05 +3.37648281449169e-21 +2.96930233591106e-23 +3.57251270968744e+25 +7.37721605904523e+24 +7.44530124131096e+00 +5.95998498933352e+00 +4.96353416087398e+00 
+3.49209598478727e+02 +4.35854119756814e+24 +7.20967486111143e+23 +2.51768766341090e+05 +3.57817566448845e-21 +2.91494763595005e-23 +3.63460282637835e+25 +7.40126353236346e+24 +7.55432944764124e+00 +6.04540604331252e+00 +5.03621963176082e+00 
+3.59013037700707e+02 +4.37060637845530e+24 +7.12170352762639e+23 +2.55678441705699e+05 +3.79476615086481e-21 +2.86138913394997e-23 +3.69931502988173e+25 +7.42575855170389e+24 +7.66783420081531e+00 +6.13702376334668e+00 +5.11188946721020e+00 
+3.69091691066278e+02 +4.38206702402060e+24 +7.04003076007968e+23 +2.59841685839642e+05 +4.01330433380192e-21 +2.80650426935921e-23 +3.76332808538088e+25 +7.44990937140352e+24 +7.77966548368286e+00 +6.22449982586583e+00 +5.18644365578857e+00 
+3.79453284723694e+02 +4.39346764022815e+24 +6.95927641330882e+23 +2.64072029433016e+05 +4.24053297468714e-21 +2.75154012367935e-23 +3.82838751648051e+25 +7.47416491006764e+24 +7.89301094334070e+00 +6.31310983973298e+00 +5.26200729556047e+00 
+3.90105761719099e+02 +4.40378272806050e+24 +6.88884284136175e+23 +2.68737728399259e+05 +4.46201421681642e-21 +2.69263597765223e-23 +3.89079838599549e+25 +7.49637458649862e+24 +8.00106908490408e+00 +6.39263056143400e+00 +5.33404605660272e+00 
+4.01057288085550e+02 +4.41510022654166e+24 +6.80951731401000e+23 +2.73100654712844e+05 +4.70679638683837e-21 +2.63800917815374e-23 +3.95811795280830e+25 +7.52099707931559e+24 +8.11768045040563e+00 +6.48371980413057e+00 +5.41178696693708e+00 
+4.12316259102975e+02 +4.42521584042162e+24 +6.73618506044949e+23 +2.77743862474988e+05 +4.94486841108618e-21 +2.58001906741717e-23 +4.02328231264117e+25 +7.54431988093037e+24 +8.23040823285420e+00 +6.56932046953938e+00 +5.48693882190280e+00 
+4.23891305733878e+02 +4.43643220688416e+24 +6.65852064386135e+23 +2.82248900998237e+05 +5.20775265414142e-21 +2.52580332142652e-23 +4.09293600192249e+25 +7.56933423261192e+24 +8.35030619927784e+00 +6.66278959572531e+00 +5.56687079951856e+00 
+4.35791301239703e+02 +4.44759758260081e+24 +6.58177437428852e+23 +2.86828001903732e+05 +5.48012588443860e-21 +2.47178603345240e-23 +4.16382469852614e+25 +7.59458563437933e+24 +8.47190474428610e+00 +6.75744461854421e+00 +5.64793649619074e+00 
+4.48025367982949e+02 +4.45904190966446e+24 +6.50009401321100e+23 +2.91220701219262e+05 +5.77067286191915e-21 +2.42154372047271e-23 +4.23734468618527e+25 +7.62076530975717e+24 +8.59781412852302e+00 +6.85996525681284e+00 +5.73187608568202e+00 
+4.60602884420240e+02 +4.47011462303465e+24 +6.42539149182450e+23 +2.95955385466364e+05 +6.06289018420612e-21 +2.36790280473590e-23 +4.31087502587265e+25 +7.64658179517919e+24 +8.72299024545625e+00 +6.95695294010070e+00 +5.81532683030416e+00 
+4.73533492291712e+02 +4.48119445006813e+24 +6.35667528967144e+23 +3.01009864928254e+05 +6.36245361479291e-21 +2.31171777978819e-23 +4.38525055406183e+25 +7.67236612477109e+24 +8.84838711673029e+00 +7.04958841825590e+00 +5.89892474448686e+00 
+4.86827104012228e+02 +4.49222869588157e+24 +6.28346508678843e+23 +3.05896111136316e+05 +6.67487588716067e-21 +2.25901992380062e-23 +4.46169476500878e+25 +7.69893212645447e+24 +8.97745052381928e+00 +7.14928567889539e+00 +5.98496701587952e+00 
+5.00493910270095e+02 +4.50400612157913e+24 +6.20544097765039e+23 +3.10578541985452e+05 +7.01866342602438e-21 +2.20941439125561e-23 +4.54323705152374e+25 +7.72713774656045e+24 +9.11461665692568e+00 +7.25815641112506e+00 +6.07641110461712e+00 
+5.14544387839093e+02 +4.51496416463575e+24 +6.13429964450110e+23 +3.15636945540138e+05 +7.35175805517958e-21 +2.15743953847735e-23 +4.62266759184953e+25 +7.75448798000599e+24 +9.24749311227364e+00 +7.36019501212832e+00 +6.16499540818243e+00 
+5.28989307609815e+02 +4.52404001411799e+24 +6.07395270242412e+23 +3.21305603451010e+05 +7.65469425156113e-21 +2.10133883577101e-23 +4.69637703526315e+25 +7.77890184253892e+24 +9.37001157196231e+00 +7.44826348797949e+00 +6.24667438130821e+00 
+5.43839742846480e+02 +4.53499570789385e+24 +6.00424086785732e+23 +3.26534480956385e+05 +8.00772647647206e-21 +2.05069849301044e-23 +4.77908954560489e+25 +7.80721628752636e+24 +9.50708049888270e+00 +7.55298764273628e+00 +6.33805366592180e+00 
+5.59107077675529e+02 +4.54594909130486e+24 +5.93541225907996e+23 +3.31853100297371e+05 +8.37140861795597e-21 +2.00061641973374e-23 +4.86355351409986e+25 +7.83604213995596e+24 +9.64631790024513e+00 +7.65902837557828e+00 +6.43087860016342e+00 
+5.74803015812535e+02 +4.55926445011636e+24 +5.85287061442374e+23 +3.36424768033133e+05 +8.80508723744691e-21 +1.95671469170476e-23 +4.96010513198632e+25 +7.87031325036299e+24 +9.80537111116056e+00 +7.78979196786029e+00 +6.53691407410704e+00 
+5.90939589534097e+02 +4.57018226377707e+24 +5.78640689094270e+23 +3.41941691301095e+05 +9.19128519649838e-21 +1.90741384246243e-23 +5.04821573188824e+25 +7.90015438555554e+24 +9.94890766744644e+00 +7.89813497376178e+00 +6.63260511163096e+00 
+6.07529168901607e+02 +4.58155830881178e+24 +5.71661930017200e+23 +3.47301297236038e+05 +9.60059728717242e-21 +1.86168651400277e-23 +5.14085589184422e+25 +7.93238525637379e+24 +1.00996826909748e+01 +8.01445411744304e+00 +6.73312179398318e+00 
+6.24584471243962e+02 +4.59250447294347e+24 +5.65209260237223e+23 +3.53020926947457e+05 +1.00083718579071e-20 +1.81353431776564e-23 +5.23290887334440e+25 +7.96338341037656e+24 +1.02477948708350e+01 +8.12531711001331e+00 +6.83186324722334e+00 
+6.42118570906476e+02 +4.60094257362539e+24 +5.59971455847576e+23 +3.59568070977264e+05 +1.03566167086043e-20 +1.76440845841365e-23 +5.31621486480524e+25 +7.99037512566746e+24 +1.03809374810719e+01 +8.21638768472828e+00 +6.92062498738126e+00 
+6.60144909273489e+02 +4.61201595693956e+24 +5.53640675508805e+23 +3.65483073503873e+05 +1.07852350758204e-20 +1.71792284007029e-23 +5.41269070890775e+25 +8.02281164586124e+24 +1.05342510826561e+01 +8.33034161137283e+00 +7.02283405510406e+00 
+6.78677305072330e+02 +4.62400651380992e+24 +5.46835363908291e+23 +3.71124751095526e+05 +1.12612434884000e-20 +1.67231283396037e-23 +5.51660718615006e+25 +8.05793995509759e+24 +1.06985257198590e+01 +8.45593906136877e+00 +7.13235047990603e+00 
+6.97729964966554e+02 +4.63523477480664e+24 +5.40684147141541e+23 +3.77251531043039e+05 +1.17135318682312e-20 +1.62723761536132e-23 +5.61810067074288e+25 +8.09198742385418e+24 +1.08574876141272e+01 +8.57290675029393e+00 +7.23832507608483e+00 
+7.17317494446561e+02 +4.64637279021978e+24 +5.34434978806075e+23 +3.83359559941775e+05 +1.21783832365688e-20 +1.58329555151766e-23 +5.72192844111162e+25 +8.12661296130330e+24 +1.10194495872878e+01 +8.69399080239800e+00 +7.34629972485851e+00 
+7.37454909025955e+02 +4.65778470051547e+24 +5.28459508821319e+23 +3.89715059001727e+05 +1.26527428241471e-20 +1.53971277320977e-23 +5.82871328862362e+25 +8.16235234063691e+24 +1.11841665624095e+01 +8.81389136303790e+00 +7.45611104160634e+00 
+7.58157645752211e+02 +4.67028210105099e+24 +5.22403694100018e+23 +3.96064354851128e+05 +1.31653210499967e-20 +1.49804167013724e-23 +5.94281478976790e+25 +8.20093549044452e+24 +1.13580980254422e+01 +8.93998674549347e+00 +7.57206535029480e+00 
+7.79441575040495e+02 +4.68275682435485e+24 +5.16310604660725e+23 +4.02433950906866e+05 +1.36938708035620e-20 +1.45561459136276e-23 +6.06002529647253e+25 +8.24024710018271e+24 +1.15358535363809e+01 +9.06965067555015e+00 +7.69056902425393e+00 
+8.01323012839689e+02 +4.69462465238857e+24 +5.10573883424835e+23 +4.09134602543249e+05 +1.42040793809684e-20 +1.41435697882780e-23 +6.17616961084004e+25 +8.27898143501481e+24 +1.17104621196945e+01 +9.19479982191392e+00 +7.80697474646298e+00 
+8.23818733139961e+02 +4.70545668228975e+24 +5.05369441255228e+23 +4.16332812862532e+05 +1.46753690103885e-20 +1.37248720900879e-23 +6.28858233449274e+25 +8.31609358691434e+24 +1.18776898098489e+01 +9.31092444094447e+00 +7.91845987323263e+00 
+8.46945980831458e+02 +4.71770219505740e+24 +4.99768116899407e+23 +4.23276597955659e+05 +1.52077615056718e-20 +1.33292113772342e-23 +6.41155978792474e+25 +8.35695963454685e+24 +1.20593455715012e+01 +9.43978224206522e+00 +8.03956371433415e+00 
+8.70722484923992e+02 +4.72818931752431e+24 +4.94644597068923e+23 +4.30698172714079e+05 +1.56951080990752e-20 +1.29492181359907e-23 +6.52943447671260e+25 +8.39520508647250e+24 +1.22322865722309e+01 +9.55876066481223e+00 +8.15485771482062e+00 
+8.95166472137830e+02 +4.74088149883395e+24 +4.89175674122248e+23 +4.37893662459658e+05 +1.62500780222524e-20 +1.25697448170762e-23 +6.65997188234661e+25 +8.43837986989502e+24 +1.24215694748666e+01 +9.69157247514554e+00 +8.28104631657776e+00 
+9.20296680876042e+02 +4.75456355214856e+24 +4.83797509742500e+23 +4.45237242432117e+05 +1.68280947262202e-20 +1.21911977879495e-23 +6.79723513656423e+25 +8.48412365519169e+24 +1.26178784735473e+01 +9.82758996564318e+00 +8.41191898236484e+00 
+9.46132375589077e+02 +4.76802458950895e+24 +4.78320414945381e+23 +4.52554430485027e+05 +1.74234807740605e-20 +1.18332282705421e-23 +6.93837443780798e+25 +8.53058894474926e+24 +1.28184321514382e+01 +9.96826487126501e+00 +8.54562143429214e+00 
+9.72693361542617e+02 +4.78156189008188e+24 +4.73069722590284e+23 +4.60151778710377e+05 +1.80136248833899e-20 +1.14775984404034e-23 +7.08202700160289e+25 +8.57763244077794e+24 +1.30203267410983e+01 +1.01075204388489e+01 +8.68021782739889e+00 
+1.00000000000000e+03 +4.79521446843509e+24 +4.67777712465416e+23 +4.67777712465416e+05 +1.86329697699859e-20 +1.11297716149953e-23 +7.23224810283980e+25 +8.62627548541741e+24 +1.32298187425023e+01 +1.02510537390975e+01 +8.81987916166822e+00 
